Filename,Depth,Activations-Params,Activation Function,Total Activations,Total Parameters,Batch Size,Max GPU Memory (MiB),Avg GPUTL,Avg GRACT,Avg SMACT,Avg SMOCC,Avg FP32A,Conv2d Count,BatchNorm2d Count,Dropout Count,AdaptiveAvgPool2d Count,Linear Count
input_channels:1_num_classes:828_depth:20_arch:pyramid_base_filters:23_batch:20_input_size:182_act:leaky_relu_dropout:0.21572854154690121_dropout:True_batchnorm:False.out,0,"[('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0), ('LeakyReLU', 33124, 0), ('Dropout', 33124, 0)]",LeakyReLU,1324960,0,20,39933,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:450_depth:1_arch:pyramid_base_filters:50_batch:62_input_size:200_act:gelu_dropout:0.26755427828036243_dropout:True_batchnorm:True.out,0,"[('GELU', 40000, 0), ('Dropout', 40000, 0)]",GELU,80000,0,62,3837,53.63492063492063,0.45118461538461546,0.34971929824561404,0.19363157894736846,0.0644561403508772,0,0,0,0,0
input_channels:1_num_classes:514_depth:15_arch:hourglass_base_filters:102_batch:4_input_size:92_act:softplus_dropout:0.11542295041981375_dropout:True_batchnorm:False.out,0,"[('Softplus', 8464, 0), ('Dropout', 8464, 0), ('Softplus', 8464, 0), ('Dropout', 8464, 0), ('Softplus', 8464, 0), ('Dropout', 8464, 0), ('Softplus', 8464, 0), ('Dropout', 8464, 0), ('Softplus', 8464, 0), ('Dropout', 8464, 0), ('Softplus', 8464, 0), ('Dropout', 8464, 0), ('Softplus', 8464, 0), ('Dropout', 8464, 0), ('Softplus', 8464, 0), ('Dropout', 8464, 0), ('Softplus', 8464, 0), ('Dropout', 8464, 0), ('Softplus', 8464, 0), ('Dropout', 8464, 0), ('Softplus', 8464, 0), ('Dropout', 8464, 0), ('Softplus', 8464, 0), ('Dropout', 8464, 0), ('Softplus', 8464, 0), ('Dropout', 8464, 0), ('Softplus', 8464, 0), ('Dropout', 8464, 0), ('Softplus', 8464, 0), ('Dropout', 8464, 0)]",Softplus,253920,0,4,7069,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:599_depth:4_arch:gradual_base_filters:49_batch:14_input_size:172_act:selu_dropout:0.21585826807870215_dropout:True_batchnorm:False.out,0,"[('SELU', 29584, 0), ('Dropout', 29584, 0), ('SELU', 29584, 0), ('Dropout', 29584, 0), ('SELU', 29584, 0), ('Dropout', 29584, 0), ('SELU', 29584, 0), ('Dropout', 29584, 0)]",SELU,236672,0,14,4933,91.125,0.8713538461538458,0.9120943396226413,0.4717169811320756,0.031509090909090896,0,0,0,0,0
input_channels:1_num_classes:883_depth:27_arch:bottleneck_base_filters:61_batch:24_input_size:214_act:prelu_dropout:0.486755112679367_dropout:True_batchnorm:False.out,0,"[('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0), ('PReLU', 45796, 0), ('Dropout', 45796, 0)]",PReLU,2472984,0,24,39785,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:495_depth:10_arch:bottleneck_base_filters:31_batch:46_input_size:130_act:selu_dropout:0.26072392064893446_dropout:True_batchnorm:False.out,0,"[('SELU', 16900, 0), ('Dropout', 16900, 0), ('SELU', 16900, 0), ('Dropout', 16900, 0), ('SELU', 16900, 0), ('Dropout', 16900, 0), ('SELU', 16900, 0), ('Dropout', 16900, 0), ('SELU', 16900, 0), ('Dropout', 16900, 0), ('SELU', 16900, 0), ('Dropout', 16900, 0), ('SELU', 16900, 0), ('Dropout', 16900, 0), ('SELU', 16900, 0), ('Dropout', 16900, 0), ('SELU', 16900, 0), ('Dropout', 16900, 0), ('SELU', 16900, 0), ('Dropout', 16900, 0)]",SELU,338000,0,46,34871,93.921875,0.9301718750000005,0.9505614035087718,0.28099999999999997,0.013228070175438603,0,0,0,0,0
input_channels:1_num_classes:980_depth:13_arch:dense_base_filters:70_batch:8_input_size:26_act:selu_dropout:0.1049060328746616_dropout:False_batchnorm:False.out,0,"[('SELU', 676, 0), ('SELU', 676, 0), ('SELU', 676, 0), ('SELU', 676, 0), ('ReLU', 676, 0), ('SELU', 169, 0), ('SELU', 169, 0), ('SELU', 169, 0), ('SELU', 169, 0), ('SELU', 169, 0), ('SELU', 169, 0), ('SELU', 169, 0), ('SELU', 169, 0)]",SELU,4732,0,8,1737,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:759_depth:24_arch:gradual_base_filters:74_batch:54_input_size:18_act:selu_dropout:0.4771437493563149_dropout:True_batchnorm:True.out,0,"[('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0), ('SELU', 324, 0), ('Dropout', 324, 0)]",SELU,15552,0,54,3371,75.23076923076923,0.7828769230769232,0.6793090909090909,0.25370909090909094,0.02916363636363636,0,0,0,0,0
input_channels:1_num_classes:916_depth:28_arch:pyramid_base_filters:33_batch:40_input_size:128_act:prelu_dropout:0.2858110411237481_dropout:False_batchnorm:True.out,0,"[('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0), ('PReLU', 16384, 0)]",PReLU,458752,0,40,40079,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:513_depth:4_arch:residual_base_filters:68_batch:48_input_size:214_act:selu_dropout:0.2960221551797423_dropout:False_batchnorm:True.out,0,"[('SELU', 45796, 0), ('SELU', 45796, 0), ('SELU', 11449, 0), ('SELU', 11449, 0)]",SELU,114490,0,48,14367,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:264_depth:8_arch:residual_base_filters:93_batch:54_input_size:10_act:relu_dropout:0.16014958515715474_dropout:True_batchnorm:False.out,0,"[('Identity', 100, 0), ('ReLU', 100, 0), ('Dropout', 100, 0), ('ReLU', 100, 0), ('Dropout', 100, 0), ('Identity', 25, 0), ('ReLU', 25, 0), ('Dropout', 25, 0), ('ReLU', 25, 0), ('Dropout', 25, 0)]",ReLU,625,0,54,1733,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:55_depth:13_arch:dense_base_filters:94_batch:14_input_size:56_act:gelu_dropout:0.45148281143154223_dropout:False_batchnorm:True.out,0,"[('GELU', 3136, 0), ('GELU', 3136, 0), ('GELU', 3136, 0), ('GELU', 3136, 0), ('ReLU', 3136, 0), ('GELU', 784, 0), ('GELU', 784, 0), ('GELU', 784, 0), ('GELU', 784, 0), ('GELU', 784, 0), ('GELU', 784, 0), ('GELU', 784, 0), ('GELU', 784, 0)]",GELU,21952,0,14,2095,58.38709677419355,0.5562923076923078,0.3694385964912282,0.13607017543859648,0.0309642857142857,0,0,0,0,0
input_channels:3_num_classes:734_depth:29_arch:dense_base_filters:71_batch:14_input_size:194_act:selu_dropout:0.3236618421345522_dropout:False_batchnorm:True.out,0,"[('SELU', 37636, 0), ('SELU', 37636, 0), ('SELU', 37636, 0), ('SELU', 37636, 0), ('ReLU', 37636, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('SELU', 9409, 0), ('ReLU', 9409, 0), ('SELU', 2304, 0), ('SELU', 2304, 0), ('SELU', 2304, 0), ('SELU', 2304, 0)]",SELU,394985,0,14,10599,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:552_depth:29_arch:uniform_base_filters:118_batch:26_input_size:198_act:prelu_dropout:0.46786230046130906_dropout:False_batchnorm:False.out,0,"[('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0), ('PReLU', 39204, 0)]",PReLU,1136916,0,26,33809,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:115_depth:26_arch:hourglass_base_filters:18_batch:46_input_size:184_act:softplus_dropout:0.120605007212759_dropout:True_batchnorm:False.out,0,"[('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0), ('Softplus', 33856, 0), ('Dropout', 33856, 0)]",Softplus,1760512,0,46,36591,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:378_depth:24_arch:pyramid_base_filters:64_batch:40_input_size:104_act:swish_dropout:0.10765992874937794_dropout:False_batchnorm:True.out,0,"[('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0), ('SiLU', 10816, 0)]",SiLU,259584,0,40,38797,27.333333333333332,0.1868571428571429,0.19799999999999998,0.058666666666666666,0.483,0,0,0,0,0
input_channels:1_num_classes:37_depth:5_arch:uniform_base_filters:36_batch:20_input_size:208_act:relu_dropout:0.41295455484520116_dropout:False_batchnorm:False.out,0,"[('ReLU', 43264, 0), ('ReLU', 43264, 0), ('ReLU', 43264, 0), ('ReLU', 43264, 0), ('ReLU', 43264, 0)]",ReLU,216320,0,20,2835,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:882_depth:11_arch:dense_base_filters:53_batch:6_input_size:42_act:elu_dropout:0.4821982052554844_dropout:True_batchnorm:False.out,0,"[('ELU', 1764, 0), ('Dropout', 1764, 0), ('ELU', 1764, 0), ('Dropout', 1764, 0), ('ELU', 1764, 0), ('Dropout', 1764, 0), ('ELU', 1764, 0), ('Dropout', 1764, 0), ('ReLU', 1764, 0), ('ELU', 441, 0), ('Dropout', 441, 0), ('ELU', 441, 0), ('Dropout', 441, 0), ('ELU', 441, 0), ('Dropout', 441, 0), ('ELU', 441, 0), ('Dropout', 441, 0)]",ELU,19404,0,6,1771,38.317460317460316,0.3701406250000003,0.16391666666666665,0.03932203389830508,0.01882758620689656,0,0,0,0,0
input_channels:1_num_classes:52_depth:22_arch:hourglass_base_filters:16_batch:16_input_size:60_act:mish_dropout:0.2264298902066548_dropout:False_batchnorm:False.out,0,"[('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0), ('Mish', 3600, 0)]",Mish,79200,0,16,7855,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:763_depth:18_arch:hourglass_base_filters:89_batch:44_input_size:146_act:gelu_dropout:0.1861020066071274_dropout:False_batchnorm:False.out,0,"[('GELU', 21316, 0), ('GELU', 21316, 0), ('GELU', 21316, 0), ('GELU', 21316, 0), ('GELU', 21316, 0), ('GELU', 21316, 0), ('GELU', 21316, 0), ('GELU', 21316, 0), ('GELU', 21316, 0), ('GELU', 21316, 0), ('GELU', 21316, 0), ('GELU', 21316, 0), ('GELU', 21316, 0), ('GELU', 21316, 0), ('GELU', 21316, 0), ('GELU', 21316, 0), ('GELU', 21316, 0), ('GELU', 21316, 0)]",GELU,383688,0,44,38547,12.2,0.2302857142857143,0.6657500000000001,0.1515,0.32,0,0,0,0,0
input_channels:1_num_classes:573_depth:2_arch:bottleneck_base_filters:83_batch:44_input_size:116_act:gelu_dropout:0.3807243067304653_dropout:False_batchnorm:True.out,0,"[('GELU', 13456, 0), ('GELU', 13456, 0)]",GELU,26912,0,44,4867,84.65625,0.823890625,0.690509090909091,0.3469454545454545,0.053037735849056585,0,0,0,0,0
input_channels:1_num_classes:724_depth:27_arch:pyramid_base_filters:95_batch:44_input_size:222_act:swish_dropout:0.4948261819767662_dropout:False_batchnorm:True.out,0,"[('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0), ('SiLU', 49284, 0)]",SiLU,1330668,0,44,39023,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:595_depth:27_arch:gradual_base_filters:68_batch:54_input_size:152_act:gelu_dropout:0.11178817729928602_dropout:True_batchnorm:True.out,0,"[('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0)]",GELU,1247616,0,54,39633,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:682_depth:23_arch:pyramid_base_filters:55_batch:26_input_size:158_act:leaky_relu_dropout:0.3183909002574099_dropout:False_batchnorm:True.out,0,"[('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0), ('LeakyReLU', 24964, 0)]",LeakyReLU,574172,0,26,39411,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:152_depth:25_arch:gradual_base_filters:84_batch:30_input_size:116_act:tanh_dropout:0.28615444801468526_dropout:False_batchnorm:False.out,0,"[('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0), ('Tanh', 13456, 0)]",Tanh,336400,0,30,26285,93.984375,0.9385624999999995,0.9432711864406781,0.34406779661016945,0.010101694915254242,0,0,0,0,0
input_channels:1_num_classes:456_depth:23_arch:gradual_base_filters:66_batch:14_input_size:6_act:mish_dropout:0.22675429097348823_dropout:False_batchnorm:True.out,0,[],None,0,0,14,0,50.5,0.468,0,0,0.009,0,0,0,0,0
input_channels:1_num_classes:694_depth:17_arch:hourglass_base_filters:33_batch:22_input_size:92_act:mish_dropout:0.12468535375838541_dropout:True_batchnorm:True.out,0,"[('Mish', 8464, 0), ('Dropout', 8464, 0), ('Mish', 8464, 0), ('Dropout', 8464, 0), ('Mish', 8464, 0), ('Dropout', 8464, 0), ('Mish', 8464, 0), ('Dropout', 8464, 0), ('Mish', 8464, 0), ('Dropout', 8464, 0), ('Mish', 8464, 0), ('Dropout', 8464, 0), ('Mish', 8464, 0), ('Dropout', 8464, 0), ('Mish', 8464, 0), ('Dropout', 8464, 0), ('Mish', 8464, 0), ('Dropout', 8464, 0), ('Mish', 8464, 0), ('Dropout', 8464, 0), ('Mish', 8464, 0), ('Dropout', 8464, 0), ('Mish', 8464, 0), ('Dropout', 8464, 0), ('Mish', 8464, 0), ('Dropout', 8464, 0), ('Mish', 8464, 0), ('Dropout', 8464, 0), ('Mish', 8464, 0), ('Dropout', 8464, 0), ('Mish', 8464, 0), ('Dropout', 8464, 0), ('Mish', 8464, 0), ('Dropout', 8464, 0)]",Mish,287776,0,22,21255,92.50769230769231,0.9473650793650799,0.9530714285714287,0.23901785714285717,0.024068965517241386,0,0,0,0,0
input_channels:1_num_classes:616_depth:6_arch:pyramid_base_filters:76_batch:8_input_size:58_act:gelu_dropout:0.34287732060109344_dropout:False_batchnorm:True.out,0,"[('GELU', 3364, 0), ('GELU', 3364, 0), ('GELU', 3364, 0), ('GELU', 3364, 0), ('GELU', 3364, 0), ('GELU', 3364, 0)]",GELU,20184,0,8,3259,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:344_depth:21_arch:residual_base_filters:81_batch:34_input_size:70_act:softplus_dropout:0.29609621800035724_dropout:True_batchnorm:False.out,0,"[('Identity', 4900, 0), ('Softplus', 4900, 0), ('Dropout', 4900, 0), ('Softplus', 4900, 0), ('Dropout', 4900, 0), ('Identity', 1225, 0), ('Softplus', 1225, 0), ('Dropout', 1225, 0), ('Softplus', 1225, 0), ('Dropout', 1225, 0), ('Identity', 1225, 0), ('Softplus', 1225, 0), ('Dropout', 1225, 0), ('Softplus', 1225, 0), ('Dropout', 1225, 0), ('Identity', 324, 0), ('Softplus', 324, 0), ('Dropout', 324, 0), ('Softplus', 324, 0), ('Dropout', 324, 0), ('Identity', 324, 0), ('Softplus', 324, 0), ('Dropout', 324, 0), ('Softplus', 324, 0), ('Dropout', 324, 0), ('Identity', 81, 0), ('Softplus', 81, 0), ('Dropout', 81, 0), ('Softplus', 81, 0), ('Dropout', 81, 0), ('Identity', 81, 0), ('Softplus', 81, 0), ('Dropout', 81, 0), ('Softplus', 81, 0), ('Dropout', 81, 0), ('Identity', 25, 0), ('Softplus', 25, 0), ('Dropout', 25, 0), ('Softplus', 25, 0), ('Dropout', 25, 0)]",Softplus,40925,0,34,2741,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:450_depth:3_arch:dense_base_filters:109_batch:30_input_size:182_act:mish_dropout:0.32926683295002745_dropout:True_batchnorm:True.out,0,[],None,0,0,30,1471,7.129032258064516,0.015492063492063503,0.001716981132075473,0,0,0,0,0,0,0
