Filename,Depth,Activations-Params,Activation Function,Total Activations,Total Parameters,Batch Size,Batch Normalization Layers,Dropout Layers,Max GPU Memory (MiB),Avg GPUTL,Avg GRACT,Avg SMACT,Avg SMOCC,Avg FP32A
input:2540_output:634_depth:2_arch:bottleneck_batch:893_act:gelu_dropout:0.4895280109870316_dropout:True_batchnorm:True.out,4,"[(1270, 3227070), (1270, 2540), (1270, 0), (1270, 0), (635, 807085), (635, 1270), (635, 0), (635, 0), (634, 403224), (634, 1268), (634, 0), (634, 0), (634, 402590), (634, 0)]",GELU,11424,4845047,893,3,3,1597,34.854838709677416,0.3044677419354839,0.23873076923076922,0.05634615384615383,0.1730196078431372
input:2720_output:174_depth:2_arch:uniform_batch:867_act:relu_dropout:0.4327633985116427_dropout:False_batchnorm:True.out,3,"[(2720, 7401120), (2720, 5440), (2720, 0), (2720, 7401120), (2720, 5440), (2720, 0), (174, 473454), (174, 0)]",ReLU,16668,15286574,867,2,0,1833,41.79032258064516,0.37309677419354836,0.362844827586207,0.11255172413793108,0.26520689655172414
input:2603_output:528_depth:1_arch:gradual_batch:230_act:elu_dropout:0.3200875740649358_dropout:False_batchnorm:True.out,2,"[(528, 1374912), (528, 1056), (528, 0), (528, 279312), (528, 0)]",ELU,2640,1655280,230,1,0,1493,33.25396825396825,0.2813548387096773,0.12607407407407406,0.021333333333333343,0.07276785714285719
input:9_output:1_depth:10_arch:bottleneck_batch:993_act:mish_dropout:0.47208748952426094_dropout:True_batchnorm:False.out,12,"[(4, 40), (4, 0), (4, 0), (2, 10), (2, 0), (2, 0), (1, 3), (1, 0), (1, 0), (1, 2), (1, 0), (1, 0), (1, 2), (1, 0), (1, 0), (1, 2), (1, 0), (1, 0), (1, 2), (1, 0), (1, 0), (1, 2), (1, 0), (1, 0), (1, 2), (1, 0), (1, 0), (1, 2), (1, 0), (1, 0), (1, 2), (1, 0), (1, 0), (1, 2), (1, 0)]",Mish,47,71,993,0,11,1451,14.0,0.1337258064516129,0.0035769230769230795,0.0010000000000000005,0
input:3505_output:835_depth:1_arch:uniform_batch:667_act:identity_dropout:0.22926398735403553_dropout:True_batchnorm:True.out,2,"[(3505, 12288530), (3505, 7010), (3505, 0), (3505, 0), (835, 2927510), (835, 0)]",Identity,15690,15223050,667,1,1,1789,39.484375,0.3494920634920636,0.3375254237288135,0.10530508474576272,0.22474576271186442
input:2908_output:317_depth:9_arch:gradual_batch:611_act:softplus_dropout:0.2873222393974283_dropout:False_batchnorm:False.out,10,"[(2621, 7624489), (2621, 0), (2334, 6119748), (2334, 0), (2047, 4779745), (2047, 0), (1760, 3604480), (1760, 0), (1473, 2593953), (1473, 0), (1186, 1748164), (1186, 0), (899, 1067113), (899, 0), (612, 550800), (612, 0), (325, 199225), (325, 0), (317, 103342), (317, 0)]",Softplus,27148,28391059,611,0,0,2065,58.492063492063494,0.5531428571428574,0.5207719298245614,0.17726315789473687,0.3724285714285715
input:518_output:34_depth:10_arch:gradual_batch:800_act:swish_dropout:0.32069628110415543_dropout:True_batchnorm:False.out,11,"[(470, 243930), (470, 0), (470, 0), (422, 198762), (422, 0), (422, 0), (374, 158202), (374, 0), (374, 0), (326, 122250), (326, 0), (326, 0), (278, 90906), (278, 0), (278, 0), (230, 64170), (230, 0), (230, 0), (182, 42042), (182, 0), (182, 0), (134, 24522), (134, 0), (134, 0), (86, 11610), (86, 0), (86, 0), (38, 3306), (38, 0), (38, 0), (34, 1326), (34, 0)]",SiLU,7688,961026,800,0,10,1493,28.952380952380953,0.2823387096774192,0.14579245283018866,0.028207547169811328,0.06650943396226416
input:3082_output:608_depth:7_arch:uniform_batch:427_act:mish_dropout:0.4352615191281264_dropout:False_batchnorm:True.out,8,"[(3082, 9501806), (3082, 6164), (3082, 0), (3082, 9501806), (3082, 6164), (3082, 0), (3082, 9501806), (3082, 6164), (3082, 0), (3082, 9501806), (3082, 6164), (3082, 0), (3082, 9501806), (3082, 6164), (3082, 0), (3082, 9501806), (3082, 6164), (3082, 0), (3082, 9501806), (3082, 6164), (3082, 0), (608, 1874464), (608, 0)]",Mish,65938,68430254,427,7,0,3003,78.43548387096774,0.7537096774193549,0.7249454545454544,0.28714545454545454,0.4708490566037737
input:213_output:37_depth:1_arch:uniform_batch:993_act:softplus_dropout:0.15790629894939096_dropout:False_batchnorm:True.out,2,"[(213, 45582), (213, 426), (213, 0), (37, 7918), (37, 0)]",Softplus,713,53926,993,1,0,1455,9.825396825396826,0.08275806451612905,0.014433962264150954,0.0020188679245283035,0.004358490566037739
input:1827_output:40_depth:6_arch:uniform_batch:978_act:leaky_relu_dropout:0.31586490711973425_dropout:True_batchnorm:False.out,7,"[(1827, 3339756), (1827, 0), (1827, 0), (1827, 3339756), (1827, 0), (1827, 0), (1827, 3339756), (1827, 0), (1827, 0), (1827, 3339756), (1827, 0), (1827, 0), (1827, 3339756), (1827, 0), (1827, 0), (1827, 3339756), (1827, 0), (1827, 0), (40, 73120), (40, 0)]",LeakyReLU,32966,20111656,978,0,6,1931,51.306451612903224,0.4905645161290323,0.47530909090909107,0.1695636363636363,0.3340740740740741
input:181_output:35_depth:6_arch:uniform_batch:671_act:softplus_dropout:0.15878117836120142_dropout:True_batchnorm:True.out,7,"[(181, 32942), (181, 362), (181, 0), (181, 0), (181, 32942), (181, 362), (181, 0), (181, 0), (181, 32942), (181, 362), (181, 0), (181, 0), (181, 32942), (181, 362), (181, 0), (181, 0), (181, 32942), (181, 362), (181, 0), (181, 0), (181, 32942), (181, 362), (181, 0), (181, 0), (35, 6370), (35, 0)]",Softplus,4414,206194,671,6,6,1463,23.725806451612904,0.22719047619047622,0.05724074074074074,0.009166666666666672,0.016854545454545466
input:3744_output:665_depth:4_arch:uniform_batch:759_act:prelu_dropout:0.4086642225836853_dropout:False_batchnorm:False.out,5,"[(3744, 14021280), (3744, 0), (3744, 14021280), (3744, 0), (3744, 14021280), (3744, 0), (3744, 14021280), (3744, 0), (665, 2490425), (665, 0)]",PReLU,31282,58575545,759,0,0,2747,68.6774193548387,0.6401746031746028,0.6573962264150941,0.25558490566037734,0.4747407407407407
input:3149_output:343_depth:3_arch:bottleneck_batch:514_act:softplus_dropout:0.43127664077046035_dropout:False_batchnorm:True.out,5,"[(1574, 4958100), (1574, 3148), (1574, 0), (787, 1239525), (787, 1574), (787, 0), (393, 309684), (393, 786), (393, 0), (343, 135142), (343, 686), (343, 0), (343, 117992), (343, 0)]",Softplus,9977,6766637,514,4,0,1623,36.904761904761905,0.32040322580645153,0.26398148148148154,0.05994444444444442,0.16701886792452822
input:3568_output:99_depth:1_arch:pyramid_batch:546_act:softplus_dropout:0.20414594985115386_dropout:True_batchnorm:True.out,2,"[(1784, 6367096), (1784, 3568), (1784, 0), (1784, 0), (99, 176715), (99, 0)]",Softplus,7334,6547379,546,1,1,1605,36.354838709677416,0.30688709677419357,0.2717358490566037,0.08198113207547168,0.1819038461538462
input:2910_output:587_depth:2_arch:gradual_batch:954_act:tanh_dropout:0.41707794446679336_dropout:False_batchnorm:True.out,3,"[(1749, 5091339), (1749, 3498), (1749, 0), (588, 1029000), (588, 1176), (588, 0), (587, 345743), (587, 0)]",Tanh,8185,6470756,954,2,0,1607,35.41935483870968,0.2936825396825396,0.2656603773584905,0.07233962264150944,0.2044905660377359
input:474_output:97_depth:1_arch:gradual_batch:53_act:selu_dropout:0.4392960596364409_dropout:False_batchnorm:True.out,2,"[(97, 46075), (97, 194), (97, 0), (97, 9506), (97, 0)]",SELU,485,55775,53,1,0,1453,30.047619047619047,0.2831904761904761,0.013981818181818192,0.0010000000000000007,0.0019821428571428585
input:3289_output:212_depth:8_arch:pyramid_batch:672_act:selu_dropout:0.11219885905016498_dropout:False_batchnorm:False.out,9,"[(1644, 5408760), (1644, 0), (822, 1352190), (822, 0), (411, 338253), (411, 0), (212, 87344), (212, 0), (212, 45156), (212, 0), (212, 45156), (212, 0), (212, 45156), (212, 0), (212, 45156), (212, 0), (212, 45156), (212, 0)]",SELU,8298,7412327,672,0,0,1635,35.87301587301587,0.3062857142857143,0.2446949152542374,0.06311864406779662,0.16399999999999992
input:1544_output:317_depth:3_arch:bottleneck_batch:203_act:swish_dropout:0.2256579079699107_dropout:True_batchnorm:False.out,5,"[(772, 1192740), (772, 0), (772, 0), (386, 298378), (386, 0), (386, 0), (317, 122679), (317, 0), (317, 0), (317, 100806), (317, 0), (317, 0), (317, 100806), (317, 0)]",SiLU,6010,1815409,203,0,4,1499,37.17460317460318,0.34512903225806446,0.15465384615384623,0.022711538461538457,0.06835849056603771
input:851_output:106_depth:8_arch:bottleneck_batch:1003_act:prelu_dropout:0.22408279172296772_dropout:True_batchnorm:False.out,10,"[(425, 362100), (425, 0), (425, 0), (212, 90312), (212, 0), (212, 0), (106, 22578), (106, 0), (106, 0), (106, 11342), (106, 0), (106, 0), (106, 11342), (106, 0), (106, 0), (106, 11342), (106, 0), (106, 0), (106, 11342), (106, 0), (106, 0), (106, 11342), (106, 0), (106, 0), (106, 11342), (106, 0), (106, 0), (106, 11342), (106, 0)]",PReLU,4349,554384,1003,0,9,1483,25.419354838709676,0.23095161290322577,0.07956603773584908,0.014830188679245295,0.03290384615384616
input:743_output:3_depth:4_arch:bottleneck_batch:161_act:mish_dropout:0.23076295045034978_dropout:False_batchnorm:False.out,6,"[(371, 276024), (371, 0), (185, 68820), (185, 0), (92, 17112), (92, 0), (46, 4278), (46, 0), (23, 1081), (23, 0), (3, 72), (3, 0)]",Mish,1440,367387,161,0,0,1473,34.306451612903224,0.33019354838709686,0.049545454545454504,0.004000000000000003,0.014698113207547181
input:2909_output:213_depth:10_arch:pyramid_batch:562_act:gelu_dropout:0.46199333572716184_dropout:True_batchnorm:False.out,11,"[(1454, 4231140), (1454, 0), (1454, 0), (727, 1057785), (727, 0), (727, 0), (363, 264264), (363, 0), (363, 0), (213, 77532), (213, 0), (213, 0), (213, 45582), (213, 0), (213, 0), (213, 45582), (213, 0), (213, 0), (213, 45582), (213, 0), (213, 0), (213, 45582), (213, 0), (213, 0), (213, 45582), (213, 0), (213, 0), (213, 45582), (213, 0), (213, 0), (213, 45582), (213, 0)]",GELU,12531,5949795,562,0,10,1599,37.483870967741936,0.317015873015873,0.24496153846153843,0.05082692307692308,0.14884905660377362
input:394_output:53_depth:4_arch:pyramid_batch:576_act:tanh_dropout:0.16088546679269894_dropout:True_batchnorm:False.out,5,"[(197, 77815), (197, 0), (197, 0), (98, 19404), (98, 0), (98, 0), (53, 5247), (53, 0), (53, 0), (53, 2862), (53, 0), (53, 0), (53, 2862), (53, 0)]",Tanh,1309,108190,576,0,4,1455,18.129032258064516,0.16595161290322571,0.031603773584905674,0.003584905660377361,0.00854545454545455
input:1296_output:214_depth:8_arch:uniform_batch:555_act:identity_dropout:0.4469735513766281_dropout:False_batchnorm:True.out,9,"[(1296, 1680912), (1296, 2592), (1296, 0), (1296, 1680912), (1296, 2592), (1296, 0), (1296, 1680912), (1296, 2592), (1296, 0), (1296, 1680912), (1296, 2592), (1296, 0), (1296, 1680912), (1296, 2592), (1296, 0), (1296, 1680912), (1296, 2592), (1296, 0), (1296, 1680912), (1296, 2592), (1296, 0), (1296, 1680912), (1296, 2592), (1296, 0), (214, 277558), (214, 0)]",Identity,31532,13745590,555,8,0,1773,46.82539682539682,0.47740322580645184,0.4168793103448276,0.14047368421052633,0.2745689655172414
input:2669_output:621_depth:1_arch:gradual_batch:987_act:tanh_dropout:0.28617826607874086_dropout:True_batchnorm:False.out,2,"[(621, 1658070), (621, 0), (621, 0), (621, 386262), (621, 0)]",Tanh,3105,2044332,987,0,1,1525,22.03174603174603,0.15976190476190474,0.11785185185185186,0.025740740740740738,0.08734615384615387
input:1528_output:312_depth:10_arch:bottleneck_batch:345_act:selu_dropout:0.23450768115380136_dropout:True_batchnorm:True.out,12,"[(764, 1168156), (764, 1528), (764, 0), (764, 0), (382, 292230), (382, 764), (382, 0), (382, 0), (312, 119496), (312, 624), (312, 0), (312, 0), (312, 97656), (312, 624), (312, 0), (312, 0), (312, 97656), (312, 624), (312, 0), (312, 0), (312, 97656), (312, 624), (312, 0), (312, 0), (312, 97656), (312, 624), (312, 0), (312, 0), (312, 97656), (312, 624), (312, 0), (312, 0), (312, 97656), (312, 624), (312, 0), (312, 0), (312, 97656), (312, 624), (312, 0), (312, 0), (312, 97656), (312, 624), (312, 0), (312, 0), (312, 97656), (312, 0)]",SELU,16440,2466694,345,11,11,1521,36.82539682539682,0.34660317460317464,0.14430769230769225,0.022730769230769235,0.0626792452830189
input:517_output:95_depth:5_arch:uniform_batch:135_act:softplus_dropout:0.2974012180755109_dropout:True_batchnorm:False.out,6,"[(517, 267806), (517, 0), (517, 0), (517, 267806), (517, 0), (517, 0), (517, 267806), (517, 0), (517, 0), (517, 267806), (517, 0), (517, 0), (517, 267806), (517, 0), (517, 0), (95, 49210), (95, 0)]",Softplus,7945,1388240,135,0,5,1495,38.01587301587302,0.3727258064516131,0.14487037037037023,0.017833333333333343,0.04586792452830188
input:1378_output:82_depth:8_arch:gradual_batch:751_act:softplus_dropout:0.23352572383441586_dropout:True_batchnorm:True.out,9,"[(1216, 1676864), (1216, 2432), (1216, 0), (1216, 0), (1054, 1282718), (1054, 2108), (1054, 0), (1054, 0), (892, 941060), (892, 1784), (892, 0), (892, 0), (730, 651890), (730, 1460), (730, 0), (730, 0), (568, 415208), (568, 1136), (568, 0), (568, 0), (406, 231014), (406, 812), (406, 0), (406, 0), (244, 99308), (244, 488), (244, 0), (244, 0), (82, 20090), (82, 164), (82, 0), (82, 0), (82, 6806), (82, 0)]",Softplus,20932,5335342,751,8,8,1587,35.19047619047619,0.3293548387096776,0.2400576923076923,0.06042307692307692,0.15405660377358493
input:195_output:47_depth:8_arch:pyramid_batch:10_act:swish_dropout:0.2509755745339861_dropout:True_batchnorm:True.out,9,"[(97, 19012), (97, 194), (97, 0), (97, 0), (48, 4704), (48, 96), (48, 0), (48, 0), (47, 2303), (47, 94), (47, 0), (47, 0), (47, 2256), (47, 94), (47, 0), (47, 0), (47, 2256), (47, 94), (47, 0), (47, 0), (47, 2256), (47, 94), (47, 0), (47, 0), (47, 2256), (47, 94), (47, 0), (47, 0), (47, 2256), (47, 94), (47, 0), (47, 0), (47, 2256), (47, 0)]",SiLU,1802,40409,10,8,8,1451,30.063492063492063,0.2948387096774193,0.0059423076923076955,0.0010000000000000007,0.0010000000000000007
input:411_output:49_depth:9_arch:bottleneck_batch:725_act:elu_dropout:0.22300165778965375_dropout:False_batchnorm:True.out,11,"[(205, 84460), (205, 410), (205, 0), (102, 21012), (102, 204), (102, 0), (51, 5253), (51, 102), (51, 0), (49, 2548), (49, 98), (49, 0), (49, 2450), (49, 98), (49, 0), (49, 2450), (49, 98), (49, 0), (49, 2450), (49, 98), (49, 0), (49, 2450), (49, 98), (49, 0), (49, 2450), (49, 98), (49, 0), (49, 2450), (49, 98), (49, 0), (49, 2450), (49, 0)]",ELU,2201,131825,725,10,0,1459,25.41269841269841,0.24146031746031746,0.0372181818181818,0.004472727272727276,0.009388888888888895
input:3349_output:496_depth:8_arch:bottleneck_batch:431_act:prelu_dropout:0.2894188013357395_dropout:False_batchnorm:True.out,10,"[(1674, 5607900), (1674, 3348), (1674, 0), (837, 1401975), (837, 1674), (837, 0), (496, 415648), (496, 992), (496, 0), (496, 246512), (496, 992), (496, 0), (496, 246512), (496, 992), (496, 0), (496, 246512), (496, 992), (496, 0), (496, 246512), (496, 992), (496, 0), (496, 246512), (496, 992), (496, 0), (496, 246512), (496, 992), (496, 0), (496, 246512), (496, 0)]",PReLU,18941,9163073,431,9,0,1665,37.96875,0.33758064516129027,0.24608771929824566,0.055000000000000035,0.1263448275862069
input:2626_output:650_depth:1_arch:pyramid_batch:297_act:prelu_dropout:0.2985337702611229_dropout:False_batchnorm:True.out,2,"[(1313, 3449251), (1313, 2626), (1313, 0), (650, 854100), (650, 0)]",PReLU,5239,4305977,297,1,0,1543,36.65625,0.32528124999999997,0.24163157894736836,0.056175438596491205,0.14535714285714282
input:150_output:28_depth:1_arch:bottleneck_batch:548_act:swish_dropout:0.3178561510274638_dropout:False_batchnorm:False.out,3,"[(75, 11325), (75, 0), (37, 2812), (37, 0), (28, 1064), (28, 0)]",SiLU,280,15201,548,0,0,1453,9.96875,0.09380952380952383,0.011461538461538467,0.0010000000000000007,0.0020000000000000013
input:3626_output:664_depth:10_arch:gradual_batch:251_act:relu_dropout:0.2643694520839923_dropout:True_batchnorm:False.out,11,"[(3330, 12077910), (3330, 0), (3330, 0), (3034, 10106254), (3034, 0), (3034, 0), (2738, 8309830), (2738, 0), (2738, 0), (2442, 6688638), (2442, 0), (2442, 0), (2146, 5242678), (2146, 0), (2146, 0), (1850, 3971950), (1850, 0), (1850, 0), (1554, 2876454), (1554, 0), (1554, 0), (1258, 1956190), (1258, 0), (1258, 0), (962, 1211158), (962, 0), (962, 0), (666, 641358), (666, 0), (666, 0), (664, 442888), (664, 0)]",ReLU,61268,53525308,251,0,10,2561,74.015625,0.7220000000000003,0.6845000000000002,0.25921428571428573,0.3694464285714285
input:4049_output:41_depth:2_arch:pyramid_batch:591_act:tanh_dropout:0.10912654232008796_dropout:True_batchnorm:False.out,3,"[(2024, 8197200), (2024, 0), (2024, 0), (1012, 2049300), (1012, 0), (1012, 0), (41, 41533), (41, 0)]",Tanh,9190,10288033,591,0,2,1693,36.58730158730159,0.3034285714285715,0.2897272727272728,0.08390909090909095,0.1970363636363636
input:1792_output:357_depth:2_arch:uniform_batch:456_act:softplus_dropout:0.14571036141112892_dropout:True_batchnorm:True.out,3,"[(1792, 3213056), (1792, 3584), (1792, 0), (1792, 0), (1792, 3213056), (1792, 3584), (1792, 0), (1792, 0), (357, 640101), (357, 0)]",Softplus,15050,7073381,456,2,2,1621,37.03174603174603,0.333873015873016,0.28625,0.07251785714285718,0.18283636363636363
input:2893_output:99_depth:7_arch:bottleneck_batch:384_act:elu_dropout:0.1816374727765558_dropout:True_batchnorm:False.out,9,"[(1446, 4184724), (1446, 0), (1446, 0), (723, 1046181), (723, 0), (723, 0), (361, 261364), (361, 0), (361, 0), (180, 65160), (180, 0), (180, 0), (99, 17919), (99, 0), (99, 0), (99, 9900), (99, 0), (99, 0), (99, 9900), (99, 0), (99, 0), (99, 9900), (99, 0), (99, 0), (99, 9900), (99, 0)]",ELU,9516,5614948,384,0,8,1585,35.34920634920635,0.3203870967741937,0.22705555555555557,0.04677777777777778,0.12557407407407406
input:1303_output:43_depth:8_arch:pyramid_batch:882_act:prelu_dropout:0.42490995354717553_dropout:True_batchnorm:True.out,9,"[(651, 848904), (651, 1302), (651, 0), (651, 0), (325, 211900), (325, 650), (325, 0), (325, 0), (162, 52812), (162, 324), (162, 0), (162, 0), (81, 13203), (81, 162), (81, 0), (81, 0), (43, 3526), (43, 86), (43, 0), (43, 0), (43, 1892), (43, 86), (43, 0), (43, 0), (43, 1892), (43, 86), (43, 0), (43, 0), (43, 1892), (43, 86), (43, 0), (43, 0), (43, 1892), (43, 0)]",PReLU,5650,1140695,882,8,8,1501,29.80952380952381,0.2641612903225807,0.09945283018867931,0.01933962264150944,0.053188679245283
input:957_output:151_depth:5_arch:uniform_batch:689_act:swish_dropout:0.25826238649828304_dropout:True_batchnorm:False.out,6,"[(957, 916806), (957, 0), (957, 0), (957, 916806), (957, 0), (957, 0), (957, 916806), (957, 0), (957, 0), (957, 916806), (957, 0), (957, 0), (957, 916806), (957, 0), (957, 0), (151, 144658), (151, 0)]",SiLU,14657,4728688,689,0,5,1557,36.36507936507937,0.3447142857142857,0.28576363636363633,0.09074545454545459,0.1961607142857143
input:712_output:155_depth:5_arch:gradual_batch:604_act:selu_dropout:0.15831713309868933_dropout:True_batchnorm:True.out,6,"[(601, 428513), (601, 1202), (601, 0), (601, 0), (490, 294980), (490, 980), (490, 0), (490, 0), (379, 186089), (379, 758), (379, 0), (379, 0), (268, 101840), (268, 536), (268, 0), (268, 0), (157, 42233), (157, 314), (157, 0), (157, 0), (155, 24490), (155, 0)]",SELU,7890,1081935,604,5,5,1485,29.50793650793651,0.2765,0.11472727272727279,0.02001818181818182,0.0647777777777778
input:2324_output:346_depth:7_arch:pyramid_batch:277_act:prelu_dropout:0.1885997443241344_dropout:True_batchnorm:False.out,8,"[(1162, 2701650), (1162, 0), (1162, 0), (581, 675703), (581, 0), (581, 0), (346, 201372), (346, 0), (346, 0), (346, 120062), (346, 0), (346, 0), (346, 120062), (346, 0), (346, 0), (346, 120062), (346, 0), (346, 0), (346, 120062), (346, 0), (346, 0), (346, 120062), (346, 0)]",PReLU,11111,4179035,277,0,7,1547,37.983870967741936,0.34098387096774174,0.2010181818181818,0.03676363636363634,0.09267272727272731
