Filename,Depth,Activations-Params,Activation Function,Total Activations,Total Parameters,Batch Size,Batch Normalization Layers,Dropout Layers,Max GPU Memory (MiB),Avg GPUTL,Avg GRACT,Avg SMACT,Avg SMOCC,Avg FP32A
input:1049_output:40_depth:1_arch:pyramid_batch:275_act:tanh_dropout:0.4245451670449143_dropout:True_batchnorm:False.out,2,"[(524, 550200), (524, 0), (524, 0), (40, 21000), (40, 0)]",Tanh,1652,571200,275,0,1,1473,22.46031746031746,0.19180645161290327,0.06086792452830187,0.00984905660377359,0.030433962264150946
input:2268_output:238_depth:2_arch:pyramid_batch:733_act:identity_dropout:0.4674367765653267_dropout:False_batchnorm:True.out,3,"[(1134, 2573046), (1134, 2268), (1134, 0), (567, 643545), (567, 1134), (567, 0), (238, 135184), (238, 0)]",Identity,5579,3355177,733,2,0,1535,30.03174603174603,0.2535714285714286,0.19073076923076926,0.04378846153846154,0.1431153846153846
input:1353_output:128_depth:3_arch:gradual_batch:262_act:tanh_dropout:0.150098819324535_dropout:True_batchnorm:False.out,4,"[(945, 1279530), (945, 0), (945, 0), (537, 508002), (537, 0), (537, 0), (129, 69402), (129, 0), (129, 0), (128, 16640), (128, 0)]",Tanh,5089,1873574,262,0,3,1497,36.523809523809526,0.33338709677419365,0.1715849056603774,0.03616981132075469,0.08528301886792454
input:2311_output:456_depth:7_arch:gradual_batch:927_act:selu_dropout:0.29436846548147544_dropout:False_batchnorm:True.out,8,"[(2046, 4730352), (2046, 4092), (2046, 0), (1781, 3645707), (1781, 3562), (1781, 0), (1516, 2701512), (1516, 3032), (1516, 0), (1251, 1897767), (1251, 2502), (1251, 0), (986, 1234472), (986, 1972), (986, 0), (721, 711627), (721, 1442), (721, 0), (456, 329232), (456, 912), (456, 0), (456, 208392), (456, 0)]",SELU,27183,15476575,927,7,0,1809,47.96825396825397,0.4206774193548386,0.3671607142857142,0.12185454545454544,0.2750545454545455
input:3959_output:965_depth:8_arch:uniform_batch:228_act:mish_dropout:0.13089218957673135_dropout:False_batchnorm:False.out,9,"[(3959, 15677640), (3959, 0), (3959, 15677640), (3959, 0), (3959, 15677640), (3959, 0), (3959, 15677640), (3959, 0), (3959, 15677640), (3959, 0), (3959, 15677640), (3959, 0), (3959, 15677640), (3959, 0), (3959, 15677640), (3959, 0), (965, 3821400), (965, 0)]",Mish,65274,129242520,228,0,0,4027,85.11290322580645,0.8401290322580651,0.8102909090909088,0.32574545454545456,0.4430188679245283
input:7_output:1_depth:4_arch:uniform_batch:997_act:leaky_relu_dropout:0.34511376248018777_dropout:False_batchnorm:True.out,5,"[(7, 56), (7, 14), (7, 0), (7, 56), (7, 14), (7, 0), (7, 56), (7, 14), (7, 0), (7, 56), (7, 14), (7, 0), (1, 8), (1, 0)]",LeakyReLU,86,288,997,4,0,1451,13.758064516129032,0.13171428571428573,0.002773584905660379,0,0.0010000000000000007
input:658_output:107_depth:7_arch:bottleneck_batch:962_act:leaky_relu_dropout:0.17095158514330977_dropout:True_batchnorm:True.out,9,"[(329, 216811), (329, 658), (329, 0), (329, 0), (164, 54120), (164, 328), (164, 0), (164, 0), (107, 17655), (107, 214), (107, 0), (107, 0), (107, 11556), (107, 214), (107, 0), (107, 0), (107, 11556), (107, 214), (107, 0), (107, 0), (107, 11556), (107, 214), (107, 0), (107, 0), (107, 11556), (107, 214), (107, 0), (107, 0), (107, 11556), (107, 214), (107, 0), (107, 0), (107, 11556), (107, 0)]",LeakyReLU,4754,360192,962,8,8,1487,25.580645161290324,0.23754838709677414,0.06283018867924528,0.010698113207547174,0.023462962962962974
input:700_output:11_depth:7_arch:uniform_batch:959_act:relu_dropout:0.21335734611272708_dropout:False_batchnorm:True.out,8,"[(700, 490700), (700, 1400), (700, 0), (700, 490700), (700, 1400), (700, 0), (700, 490700), (700, 1400), (700, 0), (700, 490700), (700, 1400), (700, 0), (700, 490700), (700, 1400), (700, 0), (700, 490700), (700, 1400), (700, 0), (700, 490700), (700, 1400), (700, 0), (11, 7711), (11, 0)]",ReLU,14722,3452411,959,7,0,1567,34.73015873015873,0.32961904761904764,0.21318518518518523,0.04485185185185184,0.14429629629629626
input:2619_output:398_depth:9_arch:uniform_batch:289_act:identity_dropout:0.3998808886309918_dropout:False_batchnorm:True.out,10,"[(2619, 6861780), (2619, 5238), (2619, 0), (2619, 6861780), (2619, 5238), (2619, 0), (2619, 6861780), (2619, 5238), (2619, 0), (2619, 6861780), (2619, 5238), (2619, 0), (2619, 6861780), (2619, 5238), (2619, 0), (2619, 6861780), (2619, 5238), (2619, 0), (2619, 6861780), (2619, 5238), (2619, 0), (2619, 6861780), (2619, 5238), (2619, 0), (2619, 6861780), (2619, 5238), (2619, 0), (398, 1042760), (398, 0)]",Identity,71509,62845922,289,9,0,2803,77.671875,0.7651746031746033,0.7304999999999999,0.29001785714285705,0.42759259259259264
input:962_output:177_depth:9_arch:pyramid_batch:474_act:relu_dropout:0.38399160347209615_dropout:True_batchnorm:True.out,10,"[(481, 463203), (481, 962), (481, 0), (481, 0), (240, 115680), (240, 480), (240, 0), (240, 0), (177, 42657), (177, 354), (177, 0), (177, 0), (177, 31506), (177, 354), (177, 0), (177, 0), (177, 31506), (177, 354), (177, 0), (177, 0), (177, 31506), (177, 354), (177, 0), (177, 0), (177, 31506), (177, 354), (177, 0), (177, 0), (177, 31506), (177, 354), (177, 0), (177, 0), (177, 31506), (177, 354), (177, 0), (177, 0), (177, 31506), (177, 0)]",ReLU,8194,846002,474,9,9,1489,34.98412698412698,0.3323387096774194,0.1085357142857143,0.015392857142857154,0.03685185185185186
input:1110_output:19_depth:3_arch:uniform_batch:686_act:mish_dropout:0.18248959987241073_dropout:True_batchnorm:False.out,4,"[(1110, 1233210), (1110, 0), (1110, 0), (1110, 1233210), (1110, 0), (1110, 0), (1110, 1233210), (1110, 0), (1110, 0), (19, 21109), (19, 0)]",Mish,10028,3720739,686,0,3,1555,37.306451612903224,0.34079032258064507,0.2904909090909091,0.09643636363636367,0.2175576923076923
input:2722_output:530_depth:3_arch:bottleneck_batch:5_act:identity_dropout:0.3966587435603929_dropout:True_batchnorm:False.out,5,"[(1361, 3706003), (1361, 0), (1361, 0), (680, 926160), (680, 0), (680, 0), (530, 360930), (530, 0), (530, 0), (530, 281430), (530, 0), (530, 0), (530, 281430), (530, 0)]",Identity,10363,5555953,5,0,4,1571,38.74193548387097,0.3753870967741935,0.21070909090909085,0.042400000000000014,0.02959999999999999
input:2859_output:517_depth:1_arch:uniform_batch:483_act:selu_dropout:0.4192643374177779_dropout:False_batchnorm:True.out,2,"[(2859, 8176740), (2859, 5718), (2859, 0), (517, 1478620), (517, 0)]",SELU,9611,9661078,483,1,0,1687,36.76190476190476,0.3228253968253968,0.2923571428571429,0.06619642857142857,0.1846071428571429
input:2032_output:96_depth:6_arch:pyramid_batch:278_act:swish_dropout:0.46242812753640006_dropout:False_batchnorm:True.out,7,"[(1016, 2065528), (1016, 2032), (1016, 0), (508, 516636), (508, 1016), (508, 0), (254, 129286), (254, 508), (254, 0), (127, 32385), (127, 254), (127, 0), (96, 12288), (96, 192), (96, 0), (96, 9312), (96, 192), (96, 0), (96, 9312), (96, 0)]",SiLU,6483,2778941,278,6,0,1519,36.82258064516129,0.33840322580645166,0.1443818181818182,0.025527272727272742,0.07787719298245616
input:3731_output:439_depth:2_arch:pyramid_batch:216_act:tanh_dropout:0.3074630708005437_dropout:True_batchnorm:False.out,3,"[(1865, 6960180), (1865, 0), (1865, 0), (932, 1739112), (932, 0), (932, 0), (439, 409587), (439, 0)]",Tanh,9269,9108879,216,0,2,1655,40.15873015873016,0.3466349206349206,0.30398305084745775,0.07562711864406778,0.13630769230769232
input:3705_output:746_depth:8_arch:uniform_batch:676_act:prelu_dropout:0.137086473081804_dropout:False_batchnorm:True.out,9,"[(3705, 13730730), (3705, 7410), (3705, 0), (3705, 13730730), (3705, 7410), (3705, 0), (3705, 13730730), (3705, 7410), (3705, 0), (3705, 13730730), (3705, 7410), (3705, 0), (3705, 13730730), (3705, 7410), (3705, 0), (3705, 13730730), (3705, 7410), (3705, 0), (3705, 13730730), (3705, 7410), (3705, 0), (3705, 13730730), (3705, 7410), (3705, 0), (746, 2764676), (746, 0)]",PReLU,90412,112669796,676,8,0,3995,80.31746031746032,0.784967741935484,0.7852321428571428,0.24151785714285712,0.5699642857142856
input:3841_output:11_depth:8_arch:uniform_batch:846_act:prelu_dropout:0.34794339282665554_dropout:False_batchnorm:True.out,9,"[(3841, 14757122), (3841, 7682), (3841, 0), (3841, 14757122), (3841, 7682), (3841, 0), (3841, 14757122), (3841, 7682), (3841, 0), (3841, 14757122), (3841, 7682), (3841, 0), (3841, 14757122), (3841, 7682), (3841, 0), (3841, 14757122), (3841, 7682), (3841, 0), (3841, 14757122), (3841, 7682), (3841, 0), (3841, 14757122), (3841, 7682), (3841, 0), (11, 42262), (11, 0)]",PReLU,92206,118160694,846,8,0,4151,80.3125,0.8069032258064514,0.7966785714285717,0.29887499999999995,0.6191896551724139
input:280_output:18_depth:3_arch:pyramid_batch:353_act:softplus_dropout:0.287175839203834_dropout:True_batchnorm:True.out,4,"[(140, 39340), (140, 280), (140, 0), (140, 0), (70, 9870), (70, 140), (70, 0), (70, 0), (35, 2485), (35, 70), (35, 0), (35, 0), (18, 648), (18, 0)]",Softplus,1016,52833,353,3,3,1453,19.714285714285715,0.1902380952380953,0.022981481481481488,0.0020000000000000013,0.003921568627450983
input:3423_output:501_depth:7_arch:uniform_batch:471_act:elu_dropout:0.4866057124310337_dropout:False_batchnorm:False.out,8,"[(3423, 11720352), (3423, 0), (3423, 11720352), (3423, 0), (3423, 11720352), (3423, 0), (3423, 11720352), (3423, 0), (3423, 11720352), (3423, 0), (3423, 11720352), (3423, 0), (3423, 11720352), (3423, 0), (501, 1715424), (501, 0)]",ELU,48924,83757888,471,0,0,3205,76.25,0.7631774193548386,0.7578333333333335,0.3278148148148149,0.5252407407407408
input:1585_output:300_depth:1_arch:pyramid_batch:330_act:relu_dropout:0.19296633871102326_dropout:False_batchnorm:True.out,2,"[(792, 1256112), (792, 1584), (792, 0), (300, 237900), (300, 0)]",ReLU,2976,1495596,330,1,0,1499,30.22222222222222,0.25993650793650797,0.12733333333333333,0.02885185185185184,0.07425925925925922
input:2863_output:534_depth:6_arch:pyramid_batch:689_act:leaky_relu_dropout:0.1905064883643579_dropout:False_batchnorm:False.out,7,"[(1431, 4098384), (1431, 0), (715, 1023880), (715, 0), (534, 382344), (534, 0), (534, 285690), (534, 0), (534, 285690), (534, 0), (534, 285690), (534, 0), (534, 285690), (534, 0)]",LeakyReLU,9632,6647368,689,0,0,1607,35.953125,0.3230967741935485,0.2736,0.06116363636363637,0.19341071428571427
input:3230_output:797_depth:5_arch:bottleneck_batch:872_act:gelu_dropout:0.16299650880723449_dropout:False_batchnorm:True.out,7,"[(1615, 5218065), (1615, 3230), (1615, 0), (807, 1304112), (807, 1614), (807, 0), (797, 643976), (797, 1594), (797, 0), (797, 636006), (797, 1594), (797, 0), (797, 636006), (797, 1594), (797, 0), (797, 636006), (797, 1594), (797, 0), (797, 636006), (797, 0)]",GELU,18424,9721397,872,6,0,1711,35.857142857142854,0.3074126984126984,0.2571754385964912,0.06080701754385964,0.1752982456140351
input:2796_output:640_depth:10_arch:bottleneck_batch:512_act:relu_dropout:0.4353407168470703_dropout:False_batchnorm:False.out,12,"[(1398, 3910206), (1398, 0), (699, 977901), (699, 0), (640, 448000), (640, 0), (640, 410240), (640, 0), (640, 410240), (640, 0), (640, 410240), (640, 0), (640, 410240), (640, 0), (640, 410240), (640, 0), (640, 410240), (640, 0), (640, 410240), (640, 0), (640, 410240), (640, 0), (640, 410240), (640, 0)]",ReLU,16994,9028267,512,0,0,1651,38.61904761904762,0.3399206349206349,0.28880357142857144,0.07044642857142853,0.16641818181818185
input:4075_output:286_depth:2_arch:bottleneck_batch:820_act:softplus_dropout:0.16817546456377125_dropout:False_batchnorm:True.out,4,"[(2037, 8302812), (2037, 4074), (2037, 0), (1018, 2074684), (1018, 2036), (1018, 0), (509, 518671), (509, 1018), (509, 0), (286, 145860), (286, 0)]",Softplus,11264,11049155,820,3,0,1723,35.96875,0.30743548387096775,0.27532727272727275,0.08588888888888892,0.20812500000000003
input:554_output:86_depth:5_arch:gradual_batch:704_act:leaky_relu_dropout:0.39071842755705677_dropout:True_batchnorm:True.out,6,"[(461, 255855), (461, 922), (461, 0), (461, 0), (368, 170016), (368, 736), (368, 0), (368, 0), (275, 101475), (275, 550), (275, 0), (275, 0), (182, 50232), (182, 364), (182, 0), (182, 0), (89, 16287), (89, 178), (89, 0), (89, 0), (86, 7740), (86, 0)]",LeakyReLU,5672,604355,704,5,5,1489,24.885245901639344,0.2296451612903225,0.08313207547169815,0.014698113207547181,0.03807547169811321
input:1676_output:20_depth:8_arch:pyramid_batch:533_act:swish_dropout:0.4285834966230009_dropout:True_batchnorm:False.out,9,"[(838, 1405326), (838, 0), (838, 0), (419, 351541), (419, 0), (419, 0), (209, 87780), (209, 0), (209, 0), (104, 21840), (104, 0), (104, 0), (52, 5460), (52, 0), (52, 0), (26, 1378), (26, 0), (26, 0), (20, 540), (20, 0), (20, 0), (20, 420), (20, 0), (20, 0), (20, 420), (20, 0)]",SiLU,5104,1874705,533,0,8,1519,32.79365079365079,0.29300000000000004,0.14085185185185184,0.02387037037037036,0.08379245283018867
input:3584_output:534_depth:7_arch:gradual_batch:887_act:softplus_dropout:0.2595875997809534_dropout:False_batchnorm:False.out,8,"[(3149, 11289165), (3149, 0), (2714, 8549100), (2714, 0), (2279, 6187485), (2279, 0), (1844, 4204320), (1844, 0), (1409, 2599605), (1409, 0), (974, 1373340), (974, 0), (539, 525525), (539, 0), (534, 288360), (534, 0)]",Softplus,26884,35016900,887,0,0,2239,57.546875,0.5512419354838708,0.5236363636363637,0.18340000000000004,0.3905090909090909
input:3225_output:716_depth:5_arch:bottleneck_batch:1017_act:elu_dropout:0.21343434964824676_dropout:False_batchnorm:False.out,7,"[(1612, 5200312), (1612, 0), (806, 1300078), (806, 0), (716, 577812), (716, 0), (716, 513372), (716, 0), (716, 513372), (716, 0), (716, 513372), (716, 0), (716, 513372), (716, 0)]",ELU,11996,9131690,1017,0,0,1667,34.078125,0.30047619047619034,0.26608928571428586,0.06112499999999999,0.20167857142857143
input:459_output:104_depth:5_arch:bottleneck_batch:886_act:leaky_relu_dropout:0.1531414668084577_dropout:False_batchnorm:True.out,7,"[(229, 105340), (229, 458), (229, 0), (114, 26220), (114, 228), (114, 0), (104, 11960), (104, 208), (104, 0), (104, 10920), (104, 208), (104, 0), (104, 10920), (104, 208), (104, 0), (104, 10920), (104, 208), (104, 0), (104, 10920), (104, 0)]",LeakyReLU,2485,188718,886,6,0,1463,20.387096774193548,0.19143548387096773,0.047886792452830174,0.0064150943396226465,0.015098039215686285
input:458_output:49_depth:6_arch:gradual_batch:75_act:mish_dropout:0.3531968180995009_dropout:True_batchnorm:False.out,7,"[(390, 179010), (390, 0), (390, 0), (322, 125902), (322, 0), (322, 0), (254, 82042), (254, 0), (254, 0), (186, 47430), (186, 0), (186, 0), (118, 22066), (118, 0), (118, 0), (50, 5950), (50, 0), (50, 0), (49, 2499), (49, 0)]",Mish,4058,464899,75,0,6,1461,37.516129032258064,0.36604838709677423,0.06971698113207545,0.00784905660377359,0.014423076923076934
input:3924_output:151_depth:6_arch:uniform_batch:962_act:mish_dropout:0.19529661069630475_dropout:False_batchnorm:False.out,7,"[(3924, 15401700), (3924, 0), (3924, 15401700), (3924, 0), (3924, 15401700), (3924, 0), (3924, 15401700), (3924, 0), (3924, 15401700), (3924, 0), (3924, 15401700), (3924, 0), (151, 592675), (151, 0)]",Mish,47390,93002875,962,0,0,3497,74.109375,0.7286190476190475,0.731859649122807,0.2670350877192982,0.5914642857142859
input:2570_output:9_depth:3_arch:bottleneck_batch:572_act:elu_dropout:0.4028968972859821_dropout:True_batchnorm:False.out,5,"[(1285, 3303735), (1285, 0), (1285, 0), (642, 825612), (642, 0), (642, 0), (321, 206403), (321, 0), (321, 0), (160, 51520), (160, 0), (160, 0), (9, 1449), (9, 0)]",ELU,7242,4388719,572,0,4,1569,36.19047619047619,0.3147936507936508,0.24220370370370367,0.05335185185185186,0.16790566037735852
input:1411_output:35_depth:5_arch:uniform_batch:239_act:relu_dropout:0.347655304009278_dropout:True_batchnorm:False.out,6,"[(1411, 1992332), (1411, 0), (1411, 0), (1411, 1992332), (1411, 0), (1411, 0), (1411, 1992332), (1411, 0), (1411, 0), (1411, 1992332), (1411, 0), (1411, 0), (1411, 1992332), (1411, 0), (1411, 0), (35, 49420), (35, 0)]",ReLU,21235,10011080,239,0,5,1715,48.12903225806452,0.45562903225806434,0.37910526315789495,0.10657894736842102,0.1958070175438597
input:2790_output:527_depth:1_arch:gradual_batch:380_act:mish_dropout:0.22160079797954096_dropout:False_batchnorm:False.out,2,"[(527, 1470857), (527, 0), (527, 278256), (527, 0)]",Mish,2108,1749113,380,0,0,1497,25.603174603174605,0.19811111111111107,0.12205454545454537,0.020890909090909102,0.0757547169811321
input:280_output:38_depth:5_arch:bottleneck_batch:661_act:mish_dropout:0.1963423660044013_dropout:True_batchnorm:True.out,7,"[(140, 39340), (140, 280), (140, 0), (140, 0), (70, 9870), (70, 140), (70, 0), (70, 0), (38, 2698), (38, 76), (38, 0), (38, 0), (38, 1482), (38, 76), (38, 0), (38, 0), (38, 1482), (38, 76), (38, 0), (38, 0), (38, 1482), (38, 76), (38, 0), (38, 0), (38, 1482), (38, 0)]",Mish,1524,58560,661,6,6,1455,22.523809523809526,0.2105806451612904,0.028615384615384615,0.0029423076923076946,0.005303571428571431
input:858_output:205_depth:2_arch:bottleneck_batch:30_act:elu_dropout:0.24115032938134165_dropout:True_batchnorm:False.out,4,"[(429, 368511), (429, 0), (429, 0), (214, 92020), (214, 0), (214, 0), (205, 44075), (205, 0), (205, 0), (205, 42230), (205, 0)]",ELU,2954,546836,30,0,3,1475,37.55555555555556,0.36729032258064515,0.046185185185185156,0.006000000000000004,0.008018518518518524
input:3457_output:192_depth:5_arch:uniform_batch:293_act:leaky_relu_dropout:0.25303615465461726_dropout:False_batchnorm:False.out,6,"[(3457, 11954306), (3457, 0), (3457, 11954306), (3457, 0), (3457, 11954306), (3457, 0), (3457, 11954306), (3457, 0), (3457, 11954306), (3457, 0), (192, 663936), (192, 0)]",LeakyReLU,34954,60435466,293,0,0,2663,75.46875,0.7507096774193546,0.7244912280701751,0.2816140350877193,0.4297678571428571
input:2189_output:16_depth:1_arch:gradual_batch:132_act:gelu_dropout:0.19508241579205646_dropout:True_batchnorm:False.out,2,"[(16, 35040), (16, 0), (16, 0), (16, 272), (16, 0)]",GELU,80,35312,132,0,1,1451,22.080645161290324,0.18174603174603182,0.013924528301886802,0.0013773584905660387,0.003000000000000002
input:3590_output:349_depth:9_arch:uniform_batch:617_act:identity_dropout:0.41142424584335135_dropout:False_batchnorm:True.out,10,"[(3590, 12891690), (3590, 7180), (3590, 0), (3590, 12891690), (3590, 7180), (3590, 0), (3590, 12891690), (3590, 7180), (3590, 0), (3590, 12891690), (3590, 7180), (3590, 0), (3590, 12891690), (3590, 7180), (3590, 0), (3590, 12891690), (3590, 7180), (3590, 0), (3590, 12891690), (3590, 7180), (3590, 0), (3590, 12891690), (3590, 7180), (3590, 0), (3590, 12891690), (3590, 7180), (3590, 0), (349, 1253259), (349, 0)]",Identity,97628,117343089,617,9,0,3925,82.37096774193549,0.8027258064516126,0.7721578947368418,0.2852807017543859,0.5845
input:3612_output:70_depth:10_arch:uniform_batch:620_act:mish_dropout:0.4680697979190972_dropout:True_batchnorm:True.out,11,"[(3612, 13050156), (3612, 7224), (3612, 0), (3612, 0), (3612, 13050156), (3612, 7224), (3612, 0), (3612, 0), (3612, 13050156), (3612, 7224), (3612, 0), (3612, 0), (3612, 13050156), (3612, 7224), (3612, 0), (3612, 0), (3612, 13050156), (3612, 7224), (3612, 0), (3612, 0), (3612, 13050156), (3612, 7224), (3612, 0), (3612, 0), (3612, 13050156), (3612, 7224), (3612, 0), (3612, 0), (3612, 13050156), (3612, 7224), (3612, 0), (3612, 0), (3612, 13050156), (3612, 7224), (3612, 0), (3612, 0), (3612, 13050156), (3612, 7224), (3612, 0), (3612, 0), (70, 252910), (70, 0)]",Mish,144620,130826710,620,10,10,4277,82.8225806451613,0.8156451612903225,0.7769074074074072,0.2940185185185185,0.5862592592592593
input:2774_output:453_depth:2_arch:bottleneck_batch:491_act:swish_dropout:0.23385983851281647_dropout:False_batchnorm:False.out,4,"[(1387, 3848925), (1387, 0), (693, 961884), (693, 0), (453, 314382), (453, 0), (453, 205662), (453, 0)]",SiLU,5972,5330853,491,0,0,1585,36.078125,0.32284126984126976,0.26146428571428576,0.06260714285714283,0.17672222222222228
input:4074_output:136_depth:2_arch:bottleneck_batch:450_act:relu_dropout:0.36952853213357684_dropout:False_batchnorm:True.out,4,"[(2037, 8300775), (2037, 4074), (2037, 0), (1018, 2074684), (1018, 2036), (1018, 0), (509, 518671), (509, 1018), (509, 0), (136, 69360), (136, 0)]",ReLU,10964,10970618,450,3,0,1709,38.0625,0.3345483870967742,0.2884464285714287,0.08449090909090913,0.16354545454545458
input:1381_output:269_depth:5_arch:uniform_batch:145_act:leaky_relu_dropout:0.4816609866298751_dropout:True_batchnorm:True.out,6,"[(1381, 1908542), (1381, 2762), (1381, 0), (1381, 0), (1381, 1908542), (1381, 2762), (1381, 0), (1381, 0), (1381, 1908542), (1381, 2762), (1381, 0), (1381, 0), (1381, 1908542), (1381, 2762), (1381, 0), (1381, 0), (1381, 1908542), (1381, 2762), (1381, 0), (1381, 0), (269, 371758), (269, 0)]",LeakyReLU,28158,9928278,145,5,5,1727,47.59375,0.4697741935483872,0.34464912280701754,0.09058928571428572,0.12858928571428577
input:2095_output:164_depth:10_arch:gradual_batch:402_act:gelu_dropout:0.1269336785187518_dropout:False_batchnorm:True.out,11,"[(1902, 3986592), (1902, 3804), (1902, 0), (1709, 3252227), (1709, 3418), (1709, 0), (1516, 2592360), (1516, 3032), (1516, 0), (1323, 2006991), (1323, 2646), (1323, 0), (1130, 1496120), (1130, 2260), (1130, 0), (937, 1059747), (937, 1874), (937, 0), (744, 697872), (744, 1488), (744, 0), (551, 410495), (551, 1102), (551, 0), (358, 197616), (358, 716), (358, 0), (165, 59235), (165, 330), (165, 0), (164, 27224), (164, 0)]",GELU,31333,15807149,402,10,0,1829,52.55555555555556,0.5019365079365082,0.4130689655172412,0.13491379310344828,0.24181355932203383
input:1978_output:18_depth:10_arch:pyramid_batch:655_act:prelu_dropout:0.15857279861792817_dropout:True_batchnorm:False.out,11,"[(989, 1957231), (989, 0), (989, 0), (494, 489060), (494, 0), (494, 0), (247, 122265), (247, 0), (247, 0), (123, 30504), (123, 0), (123, 0), (61, 7564), (61, 0), (61, 0), (30, 1860), (30, 0), (30, 0), (18, 558), (18, 0), (18, 0), (18, 342), (18, 0), (18, 0), (18, 342), (18, 0), (18, 0), (18, 342), (18, 0), (18, 0), (18, 342), (18, 0)]",PReLU,6084,2610410,655,0,10,1537,35.76190476190476,0.32385483870967746,0.15771153846153846,0.032403846153846165,0.09454716981132075
input:659_output:20_depth:6_arch:pyramid_batch:539_act:identity_dropout:0.18873376535981456_dropout:False_batchnorm:False.out,7,"[(329, 217140), (329, 0), (164, 54120), (164, 0), (82, 13530), (82, 0), (41, 3403), (41, 0), (20, 840), (20, 0), (20, 420), (20, 0), (20, 420), (20, 0)]",Identity,1352,289873,539,0,0,1459,20.983870967741936,0.184758064516129,0.04296296296296295,0.005296296296296299,0.018925925925925933
input:3332_output:239_depth:10_arch:pyramid_batch:361_act:tanh_dropout:0.3697590208684335_dropout:False_batchnorm:True.out,11,"[(1666, 5552778), (1666, 3332), (1666, 0), (833, 1388611), (833, 1666), (833, 0), (416, 346944), (416, 832), (416, 0), (239, 99663), (239, 478), (239, 0), (239, 57360), (239, 478), (239, 0), (239, 57360), (239, 478), (239, 0), (239, 57360), (239, 478), (239, 0), (239, 57360), (239, 478), (239, 0), (239, 57360), (239, 478), (239, 0), (239, 57360), (239, 478), (239, 0), (239, 57360), (239, 0)]",Tanh,14242,7798692,361,10,0,1615,37.26984126984127,0.33420634920634923,0.23532727272727277,0.04743636363636361,0.1231454545454545
input:1069_output:123_depth:2_arch:bottleneck_batch:874_act:identity_dropout:0.4143133929520856_dropout:False_batchnorm:False.out,4,"[(534, 571380), (534, 0), (267, 142845), (267, 0), (133, 35644), (133, 0), (123, 16482), (123, 0)]",Identity,2114,766351,874,0,0,1477,17.177419354838708,0.14115873015873015,0.07260377358490568,0.0129056603773585,0.04722641509433965
input:3257_output:330_depth:5_arch:pyramid_batch:888_act:swish_dropout:0.2118401825849573_dropout:True_batchnorm:True.out,6,"[(1628, 5304024), (1628, 3256), (1628, 0), (1628, 0), (814, 1326006), (814, 1628), (814, 0), (814, 0), (407, 331705), (407, 814), (407, 0), (407, 0), (330, 134640), (330, 660), (330, 0), (330, 0), (330, 109230), (330, 660), (330, 0), (330, 0), (330, 109230), (330, 0)]",SiLU,14696,7321853,888,5,5,1651,34.828125,0.30160317460317454,0.23761818181818184,0.053981818181818166,0.17372727272727276
input:1166_output:145_depth:10_arch:bottleneck_batch:405_act:relu_dropout:0.23567529916449198_dropout:False_batchnorm:True.out,12,"[(583, 680361), (583, 1166), (583, 0), (291, 169944), (291, 582), (291, 0), (145, 42340), (145, 290), (145, 0), (145, 21170), (145, 290), (145, 0), (145, 21170), (145, 290), (145, 0), (145, 21170), (145, 290), (145, 0), (145, 21170), (145, 290), (145, 0), (145, 21170), (145, 290), (145, 0), (145, 21170), (145, 290), (145, 0), (145, 21170), (145, 290), (145, 0), (145, 21170), (145, 290), (145, 0), (145, 21170), (145, 0)]",ReLU,6827,1087533,405,11,0,1485,36.983870967741936,0.35061290322580646,0.1055769230769231,0.013596153846153857,0.03866037735849056
input:1464_output:8_depth:8_arch:uniform_batch:829_act:elu_dropout:0.3313218314263285_dropout:True_batchnorm:True.out,9,"[(1464, 2144760), (1464, 2928), (1464, 0), (1464, 0), (1464, 2144760), (1464, 2928), (1464, 0), (1464, 0), (1464, 2144760), (1464, 2928), (1464, 0), (1464, 0), (1464, 2144760), (1464, 2928), (1464, 0), (1464, 0), (1464, 2144760), (1464, 2928), (1464, 0), (1464, 0), (1464, 2144760), (1464, 2928), (1464, 0), (1464, 0), (1464, 2144760), (1464, 2928), (1464, 0), (1464, 0), (1464, 2144760), (1464, 2928), (1464, 0), (1464, 0), (8, 11720), (8, 0)]",ELU,46864,17193224,829,8,8,1891,51.095238095238095,0.48626984126984124,0.44166666666666676,0.14533333333333331,0.32489655172413795
input:3191_output:484_depth:3_arch:pyramid_batch:717_act:gelu_dropout:0.1554092212190295_dropout:False_batchnorm:False.out,4,"[(1595, 5091240), (1595, 0), (797, 1272012), (797, 0), (484, 386232), (484, 0), (484, 234740), (484, 0)]",GELU,6720,6984224,717,0,0,1619,35.45161290322581,0.3085967741935484,0.278375,0.07041071428571428,0.1948571428571429
input:2334_output:61_depth:2_arch:pyramid_batch:816_act:gelu_dropout:0.23443993566880722_dropout:False_batchnorm:True.out,3,"[(1167, 2724945), (1167, 2334), (1167, 0), (583, 680944), (583, 1166), (583, 0), (61, 35624), (61, 0)]",GELU,5372,3445013,816,2,0,1561,31.88888888888889,0.26831746031746045,0.20130188679245287,0.044962264150943385,0.14869230769230768
