Filename,Depth,Activations-Params,Activation Function,Total Activations,Total Parameters,Batch Size,Max GPU Memory (MiB),Avg GPUTL,Avg GRACT,Avg SMACT,Avg SMOCC,Avg FP32A
input:679_output:47_depth:3_arch:uniform_batch:685.out,4,"[('linear', 679, 461720), ('ReLU', 679, 0), ('linear', 679, 461720), ('ReLU', 679, 0), ('linear', 679, 461720), ('ReLU', 679, 0), ('linear', 47, 31960)]",ReLU,4121,1417120,685,1491,27.89873417721519,0.2624545454545456,0.14226865671641795,0.030313432835820886,0.10098484848484855
input:2613_output:508_depth:3_arch:gradual_batch:186.out,4,"[('linear', 1912, 4997968), ('ReLU', 1912, 0), ('linear', 1211, 2316643), ('ReLU', 1211, 0), ('linear', 510, 618120), ('ReLU', 510, 0), ('linear', 508, 259588)]",ReLU,7774,8192319,186,1619,41.8974358974359,0.39089610389610396,0.3108472222222224,0.06961111111111112,0.13043055555555555
input:3486_output:225_depth:7_arch:gradual_batch:559.out,8,"[('linear', 3021, 10534227), ('ReLU', 3021, 0), ('linear', 2556, 7724232), ('ReLU', 2556, 0), ('linear', 2091, 5346687), ('ReLU', 2091, 0), ('linear', 1626, 3401592), ('ReLU', 1626, 0), ('linear', 1161, 1888947), ('ReLU', 1161, 0), ('linear', 696, 808752), ('ReLU', 696, 0), ('linear', 231, 161007), ('ReLU', 231, 0), ('linear', 225, 52200)]",ReLU,22989,29917644,559,2087,58.40506329113924,0.5523636363636366,0.5225757575757575,0.18633333333333338,0.35443939393939394
input:2191_output:109_depth:3_arch:gradual_batch:269.out,4,"[('linear', 1497, 3281424), ('ReLU', 1497, 0), ('linear', 803, 1202894), ('ReLU', 803, 0), ('linear', 109, 87636), ('ReLU', 109, 0), ('linear', 109, 11990)]",ReLU,4927,4583944,269,1565,37.8974358974359,0.3341794871794873,0.23924999999999996,0.04820588235294115,0.13869117647058818
input:3941_output:611_depth:3_arch:uniform_batch:445.out,4,"[('linear', 3941, 15535422), ('ReLU', 3941, 0), ('linear', 3941, 15535422), ('ReLU', 3941, 0), ('linear', 3941, 15535422), ('ReLU', 3941, 0), ('linear', 611, 2408562)]",ReLU,24257,49014828,445,2491,68.65822784810126,0.6709740259740261,0.6406197183098592,0.22428571428571434,0.4005633802816901
input:3842_output:428_depth:7_arch:uniform_batch:244.out,8,"[('linear', 3842, 14764806), ('ReLU', 3842, 0), ('linear', 3842, 14764806), ('ReLU', 3842, 0), ('linear', 3842, 14764806), ('ReLU', 3842, 0), ('linear', 3842, 14764806), ('ReLU', 3842, 0), ('linear', 3842, 14764806), ('ReLU', 3842, 0), ('linear', 3842, 14764806), ('ReLU', 3842, 0), ('linear', 3842, 14764806), ('ReLU', 3842, 0), ('linear', 428, 1644804)]",ReLU,54216,104998446,244,3601,84.81818181818181,0.8288181818181819,0.78663768115942,0.31929411764705895,0.4488235294117649
input:4054_output:442_depth:4_arch:uniform_batch:1017.out,5,"[('linear', 4054, 16438970), ('ReLU', 4054, 0), ('linear', 4054, 16438970), ('ReLU', 4054, 0), ('linear', 4054, 16438970), ('ReLU', 4054, 0), ('linear', 4054, 16438970), ('ReLU', 4054, 0), ('linear', 442, 1792310)]",ReLU,32874,67548190,1017,2881,66.33333333333333,0.6337435897435895,0.6296619718309859,0.1904647887323944,0.5067205882352942
input:3840_output:487_depth:9_arch:uniform_batch:182.out,10,"[('linear', 3840, 14749440), ('ReLU', 3840, 0), ('linear', 3840, 14749440), ('ReLU', 3840, 0), ('linear', 3840, 14749440), ('ReLU', 3840, 0), ('linear', 3840, 14749440), ('ReLU', 3840, 0), ('linear', 3840, 14749440), ('ReLU', 3840, 0), ('linear', 3840, 14749440), ('ReLU', 3840, 0), ('linear', 3840, 14749440), ('ReLU', 3840, 0), ('linear', 3840, 14749440), ('ReLU', 3840, 0), ('linear', 3840, 14749440), ('ReLU', 3840, 0), ('linear', 487, 1870567)]",ReLU,69607,134615527,182,4181,85.67948717948718,0.8589610389610394,0.8228507462686567,0.35276119402985084,0.41303030303030314
input:249_output:7_depth:6_arch:gradual_batch:558.out,7,"[('linear', 209, 52250), ('ReLU', 209, 0), ('linear', 169, 35490), ('ReLU', 169, 0), ('linear', 129, 21930), ('ReLU', 129, 0), ('linear', 89, 11570), ('ReLU', 89, 0), ('linear', 49, 4410), ('ReLU', 49, 0), ('linear', 9, 450), ('ReLU', 9, 0), ('linear', 7, 70)]",ReLU,1315,126170,558,1455,19.16883116883117,0.17732051282051278,0.03778688524590162,0.003508196721311478,0.010940298507462693
input:154_output:4_depth:9_arch:bottleneck_batch:819.out,11,"[('linear', 77, 11935), ('ReLU', 77, 0), ('linear', 38, 2964), ('ReLU', 38, 0), ('linear', 19, 741), ('ReLU', 19, 0), ('linear', 9, 180), ('ReLU', 9, 0), ('linear', 4, 40), ('ReLU', 4, 0), ('linear', 4, 20), ('ReLU', 4, 0), ('linear', 4, 20), ('ReLU', 4, 0), ('linear', 4, 20), ('ReLU', 4, 0), ('linear', 4, 20), ('ReLU', 4, 0), ('linear', 4, 20), ('ReLU', 4, 0), ('linear', 4, 20)]",ReLU,338,15980,819,1453,21.454545454545453,0.2016233766233767,0.011590909090909098,0.0010000000000000007,0.0025846153846153866
input:2183_output:278_depth:9_arch:gradual_batch:572.out,10,"[('linear', 1972, 4306848), ('ReLU', 1972, 0), ('linear', 1761, 3474453), ('ReLU', 1761, 0), ('linear', 1550, 2731100), ('ReLU', 1550, 0), ('linear', 1339, 2076789), ('ReLU', 1339, 0), ('linear', 1128, 1511520), ('ReLU', 1128, 0), ('linear', 917, 1035293), ('ReLU', 917, 0), ('linear', 706, 648108), ('ReLU', 706, 0), ('linear', 495, 349965), ('ReLU', 495, 0), ('linear', 284, 140864), ('ReLU', 284, 0), ('linear', 278, 79230)]",ReLU,20582,16354170,572,1845,51.56410256410256,0.4782597402597404,0.42227397260273986,0.13987671232876708,0.28204166666666675
input:2153_output:115_depth:6_arch:gradual_batch:388.out,7,"[('linear', 1814, 3907356), ('ReLU', 1814, 0), ('linear', 1475, 2677125), ('ReLU', 1475, 0), ('linear', 1136, 1676736), ('ReLU', 1136, 0), ('linear', 797, 906189), ('ReLU', 797, 0), ('linear', 458, 365484), ('ReLU', 458, 0), ('linear', 119, 54621), ('ReLU', 119, 0), ('linear', 115, 13800)]",ReLU,11713,9601311,388,1655,41.91025641025641,0.38625641025641033,0.3310724637681159,0.0940434782608696,0.19189705882352937
input:3369_output:726_depth:2_arch:bottleneck_batch:388.out,4,"[('linear', 1684, 5675080), ('ReLU', 1684, 0), ('linear', 842, 1418770), ('ReLU', 842, 0), ('linear', 726, 612018), ('ReLU', 726, 0), ('linear', 726, 527802)]",ReLU,7230,8233670,388,1645,37.30769230769231,0.31861538461538463,0.27432394366197166,0.061816901408450704,0.1630845070422535
input:1930_output:227_depth:5_arch:pyramid_batch:66.out,6,"[('linear', 965, 1863415), ('ReLU', 965, 0), ('linear', 482, 465612), ('ReLU', 482, 0), ('linear', 241, 116403), ('ReLU', 241, 0), ('linear', 227, 54934), ('ReLU', 227, 0), ('linear', 227, 51756), ('ReLU', 227, 0), ('linear', 227, 51756)]",ReLU,4511,2603876,66,1517,37.81818181818182,0.3617307692307694,0.13119402985074627,0.023910447761194043,0.04361538461538464
input:2010_output:310_depth:10_arch:pyramid_batch:897.out,11,"[('linear', 1005, 2021055), ('ReLU', 1005, 0), ('linear', 502, 505012), ('ReLU', 502, 0), ('linear', 310, 155930), ('ReLU', 310, 0), ('linear', 310, 96410), ('ReLU', 310, 0), ('linear', 310, 96410), ('ReLU', 310, 0), ('linear', 310, 96410), ('ReLU', 310, 0), ('linear', 310, 96410), ('ReLU', 310, 0), ('linear', 310, 96410), ('ReLU', 310, 0), ('linear', 310, 96410), ('ReLU', 310, 0), ('linear', 310, 96410), ('ReLU', 310, 0), ('linear', 310, 96410)]",ReLU,8284,3453277,897,1551,35.205128205128204,0.30928205128205133,0.21812121212121213,0.04346969696969698,0.14259999999999992
input:3796_output:217_depth:6_arch:gradual_batch:477.out,7,"[('linear', 3200, 12150400), ('ReLU', 3200, 0), ('linear', 2604, 8335404), ('ReLU', 2604, 0), ('linear', 2008, 5230840), ('ReLU', 2008, 0), ('linear', 1412, 2836708), ('ReLU', 1412, 0), ('linear', 816, 1153008), ('ReLU', 816, 0), ('linear', 220, 179740), ('ReLU', 220, 0), ('linear', 217, 47957)]",ReLU,20737,29934057,477,2065,58.734177215189874,0.5518974358974358,0.5275373134328359,0.18897014925373143,0.3440704225352115
input:3928_output:26_depth:9_arch:gradual_batch:172.out,10,"[('linear', 3495, 13731855), ('ReLU', 3495, 0), ('linear', 3062, 10704752), ('ReLU', 3062, 0), ('linear', 2629, 8052627), ('ReLU', 2629, 0), ('linear', 2196, 5775480), ('ReLU', 2196, 0), ('linear', 1763, 3873311), ('ReLU', 1763, 0), ('linear', 1330, 2346120), ('ReLU', 1330, 0), ('linear', 897, 1193907), ('ReLU', 897, 0), ('linear', 464, 416672), ('ReLU', 464, 0), ('linear', 31, 14415), ('ReLU', 31, 0), ('linear', 26, 832)]",ReLU,31760,46109971,172,2395,76.28205128205128,0.7163291139240506,0.6488550724637678,0.2736376811594203,0.30793939393939385
input:2498_output:13_depth:6_arch:uniform_batch:315.out,7,"[('linear', 2498, 6242502), ('ReLU', 2498, 0), ('linear', 2498, 6242502), ('ReLU', 2498, 0), ('linear', 2498, 6242502), ('ReLU', 2498, 0), ('linear', 2498, 6242502), ('ReLU', 2498, 0), ('linear', 2498, 6242502), ('ReLU', 2498, 0), ('linear', 2498, 6242502), ('ReLU', 2498, 0), ('linear', 13, 32487)]",ReLU,29989,37487499,315,2211,70.54545454545455,0.6774935064935065,0.6503188405797099,0.24502898550724633,0.3865571428571429
input:3278_output:58_depth:6_arch:bottleneck_batch:928.out,8,"[('linear', 1639, 5374281), ('ReLU', 1639, 0), ('linear', 819, 1343160), ('ReLU', 819, 0), ('linear', 409, 335380), ('ReLU', 409, 0), ('linear', 204, 83640), ('ReLU', 204, 0), ('linear', 102, 20910), ('ReLU', 102, 0), ('linear', 58, 5974), ('ReLU', 58, 0), ('linear', 58, 3422), ('ReLU', 58, 0), ('linear', 58, 3422)]",ReLU,6636,7170189,928,1617,34.1025641025641,0.30103846153846153,0.2605970149253732,0.05525373134328358,0.19463235294117648
input:350_output:14_depth:6_arch:bottleneck_batch:984.out,8,"[('linear', 175, 61425), ('ReLU', 175, 0), ('linear', 87, 15312), ('ReLU', 87, 0), ('linear', 43, 3784), ('ReLU', 43, 0), ('linear', 21, 924), ('ReLU', 21, 0), ('linear', 14, 308), ('ReLU', 14, 0), ('linear', 14, 210), ('ReLU', 14, 0), ('linear', 14, 210), ('ReLU', 14, 0), ('linear', 14, 210)]",ReLU,750,82383,984,1455,17.80263157894737,0.16216666666666663,0.02161538461538462,0.0027846153846153867,0.006373134328358214
input:1500_output:152_depth:8_arch:bottleneck_batch:367.out,10,"[('linear', 750, 1125750), ('ReLU', 750, 0), ('linear', 375, 281625), ('ReLU', 375, 0), ('linear', 187, 70312), ('ReLU', 187, 0), ('linear', 152, 28576), ('ReLU', 152, 0), ('linear', 152, 23256), ('ReLU', 152, 0), ('linear', 152, 23256), ('ReLU', 152, 0), ('linear', 152, 23256), ('ReLU', 152, 0), ('linear', 152, 23256), ('ReLU', 152, 0), ('linear', 152, 23256), ('ReLU', 152, 0), ('linear', 152, 23256)]",ReLU,4600,1645799,367,1497,37.324675324675326,0.333974358974359,0.14267187499999998,0.02440624999999998,0.06326086956521743
input:636_output:84_depth:10_arch:bottleneck_batch:1002.out,12,"[('linear', 318, 202566), ('ReLU', 318, 0), ('linear', 159, 50721), ('ReLU', 159, 0), ('linear', 84, 13440), ('ReLU', 84, 0), ('linear', 84, 7140), ('ReLU', 84, 0), ('linear', 84, 7140), ('ReLU', 84, 0), ('linear', 84, 7140), ('ReLU', 84, 0), ('linear', 84, 7140), ('ReLU', 84, 0), ('linear', 84, 7140), ('ReLU', 84, 0), ('linear', 84, 7140), ('ReLU', 84, 0), ('linear', 84, 7140), ('ReLU', 84, 0), ('linear', 84, 7140), ('ReLU', 84, 0), ('linear', 84, 7140)]",ReLU,2550,330987,1002,1479,20.833333333333332,0.18384615384615385,0.062106060606060595,0.0072121212121212174,0.021529411764705884
input:855_output:161_depth:2_arch:uniform_batch:611.out,3,"[('linear', 855, 731880), ('ReLU', 855, 0), ('linear', 855, 731880), ('ReLU', 855, 0), ('linear', 161, 137816)]",ReLU,3581,1601576,611,1495,27.17948717948718,0.24553846153846154,0.14708571428571426,0.034385714285714276,0.10115942028985508
input:2590_output:106_depth:2_arch:bottleneck_batch:306.out,4,"[('linear', 1295, 3355345), ('ReLU', 1295, 0), ('linear', 647, 838512), ('ReLU', 647, 0), ('linear', 323, 209304), ('ReLU', 323, 0), ('linear', 106, 34344)]",ReLU,4636,4437505,306,1547,37.794871794871796,0.3341428571428573,0.23255223880597023,0.04916417910447757,0.13916417910447768
input:2941_output:718_depth:7_arch:uniform_batch:294.out,8,"[('linear', 2941, 8652422), ('ReLU', 2941, 0), ('linear', 2941, 8652422), ('ReLU', 2941, 0), ('linear', 2941, 8652422), ('ReLU', 2941, 0), ('linear', 2941, 8652422), ('ReLU', 2941, 0), ('linear', 2941, 8652422), ('ReLU', 2941, 0), ('linear', 2941, 8652422), ('ReLU', 2941, 0), ('linear', 2941, 8652422), ('ReLU', 2941, 0), ('linear', 718, 2112356)]",ReLU,41892,62679310,294,2737,77.9620253164557,0.7780000000000001,0.7182083333333329,0.2953888888888888,0.4144000000000002
input:1887_output:441_depth:1_arch:bottleneck_batch:825.out,3,"[('linear', 943, 1780384), ('ReLU', 943, 0), ('linear', 471, 444624), ('ReLU', 471, 0), ('linear', 441, 208152)]",ReLU,3269,2433160,825,1515,26.620253164556964,0.22569230769230772,0.16363636363636366,0.03590909090909089,0.12259090909090908
input:3909_output:831_depth:10_arch:bottleneck_batch:730.out,12,"[('linear', 1954, 7640140), ('ReLU', 1954, 0), ('linear', 977, 1910035), ('ReLU', 977, 0), ('linear', 831, 812718), ('ReLU', 831, 0), ('linear', 831, 691392), ('ReLU', 831, 0), ('linear', 831, 691392), ('ReLU', 831, 0), ('linear', 831, 691392), ('ReLU', 831, 0), ('linear', 831, 691392), ('ReLU', 831, 0), ('linear', 831, 691392), ('ReLU', 831, 0), ('linear', 831, 691392), ('ReLU', 831, 0), ('linear', 831, 691392), ('ReLU', 831, 0), ('linear', 831, 691392), ('ReLU', 831, 0), ('linear', 831, 691392)]",ReLU,21651,16585421,730,1821,44.205128205128204,0.3967948717948717,0.36272857142857146,0.10175714285714291,0.2451617647058823
input:363_output:23_depth:3_arch:uniform_batch:325.out,4,"[('linear', 363, 132132), ('ReLU', 363, 0), ('linear', 363, 132132), ('ReLU', 363, 0), ('linear', 363, 132132), ('ReLU', 363, 0), ('linear', 23, 8372)]",ReLU,2201,404768,325,1461,25.78205128205128,0.2584285714285714,0.07815151515151518,0.01246969696969698,0.030242424242424234
input:2619_output:643_depth:7_arch:uniform_batch:19.out,8,"[('linear', 2619, 6861780), ('ReLU', 2619, 0), ('linear', 2619, 6861780), ('ReLU', 2619, 0), ('linear', 2619, 6861780), ('ReLU', 2619, 0), ('linear', 2619, 6861780), ('ReLU', 2619, 0), ('linear', 2619, 6861780), ('ReLU', 2619, 0), ('linear', 2619, 6861780), ('ReLU', 2619, 0), ('linear', 2619, 6861780), ('ReLU', 2619, 0), ('linear', 643, 1684660)]",ReLU,37309,49717120,19,2473,77.46835443037975,0.7850259740259741,0.704535211267606,0.3717042253521128,0.12497142857142864
input:3311_output:716_depth:2_arch:bottleneck_batch:794.out,4,"[('linear', 1655, 5481360), ('ReLU', 1655, 0), ('linear', 827, 1369512), ('ReLU', 827, 0), ('linear', 716, 592848), ('ReLU', 716, 0), ('linear', 716, 513372)]",ReLU,7112,7957092,794,1635,35.714285714285715,0.3067564102564103,0.2718529411764706,0.06092647058823529,0.19957352941176465
input:1915_output:61_depth:5_arch:uniform_batch:798.out,6,"[('linear', 1915, 3669140), ('ReLU', 1915, 0), ('linear', 1915, 3669140), ('ReLU', 1915, 0), ('linear', 1915, 3669140), ('ReLU', 1915, 0), ('linear', 1915, 3669140), ('ReLU', 1915, 0), ('linear', 1915, 3669140), ('ReLU', 1915, 0), ('linear', 61, 116876)]",ReLU,19211,18462576,798,1841,49.924050632911396,0.4737435897435897,0.4561971830985915,0.13802816901408455,0.32852857142857145
input:45_output:7_depth:9_arch:pyramid_batch:716.out,10,"[('linear', 22, 1012), ('ReLU', 22, 0), ('linear', 11, 253), ('ReLU', 11, 0), ('linear', 7, 84), ('ReLU', 7, 0), ('linear', 7, 56), ('ReLU', 7, 0), ('linear', 7, 56), ('ReLU', 7, 0), ('linear', 7, 56), ('ReLU', 7, 0), ('linear', 7, 56), ('ReLU', 7, 0), ('linear', 7, 56), ('ReLU', 7, 0), ('linear', 7, 56), ('ReLU', 7, 0), ('linear', 7, 56)]",ReLU,171,1741,716,1451,21.08974358974359,0.20058974358974366,0.004735294117647062,0.0010000000000000007,0.0010000000000000007
input:2310_output:170_depth:10_arch:gradual_batch:262.out,11,"[('linear', 2096, 4843856), ('ReLU', 2096, 0), ('linear', 1882, 3946554), ('ReLU', 1882, 0), ('linear', 1668, 3140844), ('ReLU', 1668, 0), ('linear', 1454, 2426726), ('ReLU', 1454, 0), ('linear', 1240, 1804200), ('ReLU', 1240, 0), ('linear', 1026, 1273266), ('ReLU', 1026, 0), ('linear', 812, 833924), ('ReLU', 812, 0), ('linear', 598, 486174), ('ReLU', 598, 0), ('linear', 384, 230016), ('ReLU', 384, 0), ('linear', 170, 65450), ('ReLU', 170, 0), ('linear', 170, 29070)]",ReLU,22830,19080080,262,1861,60.4025974025974,0.5749350649350649,0.5061159420289855,0.18715942028985513,0.27002816901408455
input:3233_output:796_depth:1_arch:gradual_batch:686.out,2,"[('linear', 796, 2574264), ('ReLU', 796, 0), ('linear', 796, 634412)]",ReLU,2388,3208676,686,1531,29.78481012658228,0.23461038961038957,0.17788235294117646,0.040823529411764696,0.13704477611940294
input:3424_output:326_depth:7_arch:pyramid_batch:651.out,8,"[('linear', 1712, 5863600), ('ReLU', 1712, 0), ('linear', 856, 1466328), ('ReLU', 856, 0), ('linear', 428, 366796), ('ReLU', 428, 0), ('linear', 326, 139854), ('ReLU', 326, 0), ('linear', 326, 106602), ('ReLU', 326, 0), ('linear', 326, 106602), ('ReLU', 326, 0), ('linear', 326, 106602), ('ReLU', 326, 0), ('linear', 326, 106602)]",ReLU,8926,8262986,651,1651,36.34615384615385,0.31844155844155847,0.2601176470588235,0.056176470588235314,0.16977272727272724
input:3373_output:711_depth:10_arch:pyramid_batch:520.out,11,"[('linear', 1686, 5688564), ('ReLU', 1686, 0), ('linear', 843, 1422141), ('ReLU', 843, 0), ('linear', 711, 600084), ('ReLU', 711, 0), ('linear', 711, 506232), ('ReLU', 711, 0), ('linear', 711, 506232), ('ReLU', 711, 0), ('linear', 711, 506232), ('ReLU', 711, 0), ('linear', 711, 506232), ('ReLU', 711, 0), ('linear', 711, 506232), ('ReLU', 711, 0), ('linear', 711, 506232), ('ReLU', 711, 0), ('linear', 711, 506232), ('ReLU', 711, 0), ('linear', 711, 506232)]",ReLU,17145,11760645,520,1701,42.050632911392405,0.38279220779220774,0.32905633802816914,0.09064285714285719,0.20414285714285707
input:2079_output:210_depth:1_arch:uniform_batch:372.out,2,"[('linear', 2079, 4324320), ('ReLU', 2079, 0), ('linear', 210, 436800)]",ReLU,4368,4761120,372,1561,37.1025641025641,0.33032467532467524,0.2567761194029851,0.061298507462686544,0.16436923076923085
input:568_output:8_depth:6_arch:uniform_batch:858.out,7,"[('linear', 568, 323192), ('ReLU', 568, 0), ('linear', 568, 323192), ('ReLU', 568, 0), ('linear', 568, 323192), ('ReLU', 568, 0), ('linear', 568, 323192), ('ReLU', 568, 0), ('linear', 568, 323192), ('ReLU', 568, 0), ('linear', 568, 323192), ('ReLU', 568, 0), ('linear', 8, 4552)]",ReLU,6824,1943704,858,1491,31.794871794871796,0.3003205128205129,0.17804347826086964,0.03385507246376809,0.12729999999999997
input:2874_output:188_depth:6_arch:pyramid_batch:584.out,7,"[('linear', 1437, 4131375), ('ReLU', 1437, 0), ('linear', 718, 1032484), ('ReLU', 718, 0), ('linear', 359, 258121), ('ReLU', 359, 0), ('linear', 188, 67680), ('ReLU', 188, 0), ('linear', 188, 35532), ('ReLU', 188, 0), ('linear', 188, 35532), ('ReLU', 188, 0), ('linear', 188, 35532)]",ReLU,6344,5596256,584,1585,36.166666666666664,0.3171025641025641,0.2396323529411765,0.053441176470588235,0.16098529411764706
input:1478_output:307_depth:6_arch:gradual_batch:24.out,7,"[('linear', 1283, 1897557), ('ReLU', 1283, 0), ('linear', 1088, 1396992), ('ReLU', 1088, 0), ('linear', 893, 972477), ('ReLU', 893, 0), ('linear', 698, 624012), ('ReLU', 698, 0), ('linear', 503, 351597), ('ReLU', 503, 0), ('linear', 308, 155232), ('ReLU', 308, 0), ('linear', 307, 94863)]",ReLU,9853,5492730,24,1555,38.81818181818182,0.3781153846153845,0.19587142857142847,0.04039999999999999,0.035791666666666694
input:1523_output:240_depth:10_arch:pyramid_batch:434.out,11,"[('linear', 761, 1159764), ('ReLU', 761, 0), ('linear', 380, 289560), ('ReLU', 380, 0), ('linear', 240, 91440), ('ReLU', 240, 0), ('linear', 240, 57840), ('ReLU', 240, 0), ('linear', 240, 57840), ('ReLU', 240, 0), ('linear', 240, 57840), ('ReLU', 240, 0), ('linear', 240, 57840), ('ReLU', 240, 0), ('linear', 240, 57840), ('ReLU', 240, 0), ('linear', 240, 57840), ('ReLU', 240, 0), ('linear', 240, 57840), ('ReLU', 240, 0), ('linear', 240, 57840)]",ReLU,6362,2003484,434,1503,36.23376623376623,0.3322987012987012,0.1563230769230769,0.027276923076923067,0.07722388059701496
input:2637_output:196_depth:1_arch:pyramid_batch:412.out,2,"[('linear', 1318, 3476884), ('ReLU', 1318, 0), ('linear', 196, 258524)]",ReLU,2832,3735408,412,1547,34.921052631578945,0.2925714285714286,0.214984375,0.04899999999999995,0.14169841269841266
input:3922_output:724_depth:3_arch:pyramid_batch:709.out,4,"[('linear', 1961, 7693003), ('ReLU', 1961, 0), ('linear', 980, 1922760), ('ReLU', 980, 0), ('linear', 724, 710244), ('ReLU', 724, 0), ('linear', 724, 524900)]",ReLU,8054,10850907,709,1711,36.5,0.3051025641025641,0.2765000000000001,0.07117647058823527,0.19869117647058834
input:2818_output:252_depth:7_arch:pyramid_batch:918.out,8,"[('linear', 1409, 3971971), ('ReLU', 1409, 0), ('linear', 704, 992640), ('ReLU', 704, 0), ('linear', 352, 248160), ('ReLU', 352, 0), ('linear', 252, 88956), ('ReLU', 252, 0), ('linear', 252, 63756), ('ReLU', 252, 0), ('linear', 252, 63756), ('ReLU', 252, 0), ('linear', 252, 63756), ('ReLU', 252, 0), ('linear', 252, 63756)]",ReLU,7198,5556751,918,1603,34.037974683544306,0.3039615384615386,0.242,0.05045588235294118,0.18165625000000002
input:411_output:52_depth:4_arch:uniform_batch:246.out,5,"[('linear', 411, 169332), ('ReLU', 411, 0), ('linear', 411, 169332), ('ReLU', 411, 0), ('linear', 411, 169332), ('ReLU', 411, 0), ('linear', 411, 169332), ('ReLU', 411, 0), ('linear', 52, 21424)]",ReLU,3340,698752,246,1465,35.79220779220779,0.3388461538461537,0.11413043478260873,0.010724637681159426,0.03810000000000002
input:2461_output:181_depth:6_arch:bottleneck_batch:390.out,8,"[('linear', 1230, 3028260), ('ReLU', 1230, 0), ('linear', 615, 757065), ('ReLU', 615, 0), ('linear', 307, 189112), ('ReLU', 307, 0), ('linear', 181, 55748), ('ReLU', 181, 0), ('linear', 181, 32942), ('ReLU', 181, 0), ('linear', 181, 32942), ('ReLU', 181, 0), ('linear', 181, 32942), ('ReLU', 181, 0), ('linear', 181, 32942)]",ReLU,5933,4161953,390,1541,37.0,0.32699999999999996,0.21705970149253742,0.0419402985074627,0.12415151515151517
input:2695_output:275_depth:8_arch:pyramid_batch:224.out,9,"[('linear', 1347, 3631512), ('ReLU', 1347, 0), ('linear', 673, 907204), ('ReLU', 673, 0), ('linear', 336, 226464), ('ReLU', 336, 0), ('linear', 275, 92675), ('ReLU', 275, 0), ('linear', 275, 75900), ('ReLU', 275, 0), ('linear', 275, 75900), ('ReLU', 275, 0), ('linear', 275, 75900), ('ReLU', 275, 0), ('linear', 275, 75900), ('ReLU', 275, 0), ('linear', 275, 75900)]",ReLU,7737,5237355,224,1557,38.42857142857143,0.3424358974358973,0.20276712328767135,0.03775342465753426,0.08993150684931506
input:1971_output:231_depth:5_arch:uniform_batch:458.out,6,"[('linear', 1971, 3886812), ('ReLU', 1971, 0), ('linear', 1971, 3886812), ('ReLU', 1971, 0), ('linear', 1971, 3886812), ('ReLU', 1971, 0), ('linear', 1971, 3886812), ('ReLU', 1971, 0), ('linear', 1971, 3886812), ('ReLU', 1971, 0), ('linear', 231, 455532)]",ReLU,19941,19889592,458,1877,58.03896103896104,0.5418831168831171,0.5120277777777776,0.19490277777777773,0.3274166666666666
input:782_output:168_depth:8_arch:gradual_batch:807.out,9,"[('linear', 706, 552798), ('ReLU', 706, 0), ('linear', 630, 445410), ('ReLU', 630, 0), ('linear', 554, 349574), ('ReLU', 554, 0), ('linear', 478, 265290), ('ReLU', 478, 0), ('linear', 402, 192558), ('ReLU', 402, 0), ('linear', 326, 131378), ('ReLU', 326, 0), ('linear', 250, 81750), ('ReLU', 250, 0), ('linear', 174, 43674), ('ReLU', 174, 0), ('linear', 168, 29400)]",ReLU,7208,2091832,807,1501,34.37179487179487,0.3255641025641024,0.20198507462686574,0.03861194029850746,0.12779104477611947
input:731_output:171_depth:7_arch:uniform_batch:207.out,8,"[('linear', 731, 535092), ('ReLU', 731, 0), ('linear', 731, 535092), ('ReLU', 731, 0), ('linear', 731, 535092), ('ReLU', 731, 0), ('linear', 731, 535092), ('ReLU', 731, 0), ('linear', 731, 535092), ('ReLU', 731, 0), ('linear', 731, 535092), ('ReLU', 731, 0), ('linear', 731, 535092), ('ReLU', 731, 0), ('linear', 171, 125172)]",ReLU,10405,3870816,207,1539,37.9873417721519,0.36020512820512823,0.21172463768115946,0.03715942028985505,0.09765277777777776
input:838_output:18_depth:1_arch:uniform_batch:703.out,2,"[('linear', 838, 703082), ('ReLU', 838, 0), ('linear', 18, 15102)]",ReLU,1694,718184,703,1471,14.756410256410257,0.12261538461538454,0.061028169014084525,0.011098591549295782,0.0404242424242424
input:1507_output:303_depth:3_arch:gradual_batch:332.out,4,"[('linear', 1106, 1667848), ('ReLU', 1106, 0), ('linear', 705, 780435), ('ReLU', 705, 0), ('linear', 304, 214624), ('ReLU', 304, 0), ('linear', 303, 92415)]",ReLU,4533,2755322,332,1519,37.922077922077925,0.3425974025974024,0.20156060606060616,0.04519696969696967,0.12356923076923082
input:1521_output:80_depth:2_arch:bottleneck_batch:139.out,4,"[('linear', 760, 1156720), ('ReLU', 760, 0), ('linear', 380, 289180), ('ReLU', 380, 0), ('linear', 190, 72390), ('ReLU', 190, 0), ('linear', 80, 15280)]",ReLU,2740,1533570,139,1495,37.84615384615385,0.35455128205128184,0.1215074626865673,0.01885074626865671,0.04708823529411768
input:321_output:26_depth:5_arch:pyramid_batch:18.out,6,"[('linear', 160, 51520), ('ReLU', 160, 0), ('linear', 80, 12880), ('ReLU', 80, 0), ('linear', 40, 3240), ('ReLU', 40, 0), ('linear', 26, 1066), ('ReLU', 26, 0), ('linear', 26, 702), ('ReLU', 26, 0), ('linear', 26, 702)]",ReLU,690,70110,18,1453,35.246753246753244,0.34234615384615413,0.007000000000000005,0.0010000000000000007,0.0010000000000000007
