Filename,Batch Size,Seq Length,Embedding Size,Num Layers,Num Heads,Depth,Accumulated Params,Activations-Params,Total Activations,Total Parameters,Max GPU Memory (MiB),NonDynamicallyQuantizableLinear Count,Linear Count,LayerNorm Count,Dropout Count,Status
num_classes:632_embedding_size:768_num_layers:10_num_heads:16_ff_hidden_size:2242_dropout_rate:0.3648708335348376_seq_length:512_input_size:598027_num_samples:2344_batch_size:8.out,8,512,768,10,16,82,500143884,"[('Embedding', 3145728, 459284736), ('NonDynamicallyQuantizableLinear', 6144, 590592), ('Linear', 17936, 1724098), ('Dropout', 17936, 0), ('Linear', 6144, 1722624), ('LayerNorm', 6144, 0), ('LayerNorm', 6144, 0), ('Dropout', 6144, 0), ('Dropout', 6144, 0), ('NonDynamicallyQuantizableLinear', 6144, 590592), ('Linear', 17936, 1724098), ('Dropout', 17936, 0), ('Linear', 6144, 1722624), ('LayerNorm', 6144, 0), ('LayerNorm', 6144, 0), ('Dropout', 6144, 0), ('Dropout', 6144, 0), ('NonDynamicallyQuantizableLinear', 6144, 590592), ('Linear', 17936, 1724098), ('Dropout', 17936, 0), ('Linear', 6144, 1722624), ('LayerNorm', 6144, 0), ('LayerNorm', 6144, 0), ('Dropout', 6144, 0), ('Dropout', 6144, 0), ('NonDynamicallyQuantizableLinear', 6144, 590592), ('Linear', 17936, 1724098), ('Dropout', 17936, 0), ('Linear', 6144, 1722624), ('LayerNorm', 6144, 0), ('LayerNorm', 6144, 0), ('Dropout', 6144, 0), ('Dropout', 6144, 0), ('NonDynamicallyQuantizableLinear', 6144, 590592), ('Linear', 17936, 1724098), ('Dropout', 17936, 0), ('Linear', 6144, 1722624), ('LayerNorm', 6144, 0), ('LayerNorm', 6144, 0), ('Dropout', 6144, 0), ('Dropout', 6144, 0), ('NonDynamicallyQuantizableLinear', 6144, 590592), ('Linear', 17936, 1724098), ('Dropout', 17936, 0), ('Linear', 6144, 1722624), ('LayerNorm', 6144, 0), ('LayerNorm', 6144, 0), ('Dropout', 6144, 0), ('Dropout', 6144, 0), ('NonDynamicallyQuantizableLinear', 6144, 590592), ('Linear', 17936, 1724098), ('Dropout', 17936, 0), ('Linear', 6144, 1722624), ('LayerNorm', 6144, 0), ('LayerNorm', 6144, 0), ('Dropout', 6144, 0), ('Dropout', 6144, 0), ('NonDynamicallyQuantizableLinear', 6144, 590592), ('Linear', 17936, 1724098), ('Dropout', 17936, 0), ('Linear', 6144, 1722624), ('LayerNorm', 6144, 0), ('LayerNorm', 6144, 0), ('Dropout', 6144, 0), ('Dropout', 6144, 0), ('NonDynamicallyQuantizableLinear', 6144, 590592), ('Linear', 17936, 1724098), ('Dropout', 17936, 0), ('Linear', 6144, 1722624), ('LayerNorm', 6144, 0), ('LayerNorm', 6144, 0), ('Dropout', 6144, 0), ('Dropout', 6144, 0), ('NonDynamicallyQuantizableLinear', 6144, 590592), ('Linear', 17936, 1724098), ('Dropout', 17936, 0), ('Linear', 6144, 1722624), ('LayerNorm', 6144, 0), ('LayerNorm', 6144, 0), ('Dropout', 6144, 0), ('Dropout', 6144, 0), ('Linear', 5056, 486008)]",3878144,500143884,12573,10,21,20,30,SUCCESSFUL
num_classes:174_embedding_size:256_num_layers:11_num_heads:4_ff_hidden_size:717_dropout_rate:0.1529259936541259_seq_length:512_input_size:956321_num_samples:3306_batch_size:8.out,8,512,256,11,4,90,249635453,"[('Embedding', 1048576, 244818176), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 5736, 184269), ('Dropout', 5736, 0), ('Linear', 2048, 183808), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 5736, 184269), ('Dropout', 5736, 0), ('Linear', 2048, 183808), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 5736, 184269), ('Dropout', 5736, 0), ('Linear', 2048, 183808), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 5736, 184269), ('Dropout', 5736, 0), ('Linear', 2048, 183808), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 5736, 184269), ('Dropout', 5736, 0), ('Linear', 2048, 183808), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 5736, 184269), ('Dropout', 5736, 0), ('Linear', 2048, 183808), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 5736, 184269), ('Dropout', 5736, 0), ('Linear', 2048, 183808), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 5736, 184269), ('Dropout', 5736, 0), ('Linear', 2048, 183808), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 5736, 184269), ('Dropout', 5736, 0), ('Linear', 2048, 183808), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 5736, 184269), ('Dropout', 5736, 0), ('Linear', 2048, 183808), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 5736, 184269), ('Dropout', 5736, 0), ('Linear', 2048, 183808), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('Linear', 1392, 44718)]",1311328,249635453,8605,11,23,22,33,SUCCESSFUL
num_classes:974_embedding_size:512_num_layers:2_num_heads:4_ff_hidden_size:1357_dropout_rate:0.48373432364221913_seq_length:512_input_size:498859_num_samples:3305_batch_size:64.out,64,512,512,2,4,18,259223656,"[('Embedding', 16777216, 255415808), ('NonDynamicallyQuantizableLinear', 32768, 262656), ('Linear', 86848, 696141), ('Dropout', 86848, 0), ('Linear', 32768, 695296), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 262656), ('Linear', 86848, 696141), ('Dropout', 86848, 0), ('Linear', 32768, 695296), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('Linear', 62336, 499662)]",17580160,259223656,8855,2,5,4,6,SUCCESSFUL
num_classes:478_embedding_size:512_num_layers:4_num_heads:16_ff_hidden_size:1513_dropout_rate:0.4889640764000064_seq_length:128_input_size:933561_num_samples:2690_batch_size:8.out,8,128,512,4,16,34,485484418,"[('Embedding', 524288, 477983232), ('NonDynamicallyQuantizableLinear', 4096, 262656), ('Linear', 12104, 776169), ('Dropout', 12104, 0), ('Linear', 4096, 775168), ('LayerNorm', 4096, 0), ('LayerNorm', 4096, 0), ('Dropout', 4096, 0), ('Dropout', 4096, 0), ('NonDynamicallyQuantizableLinear', 4096, 262656), ('Linear', 12104, 776169), ('Dropout', 12104, 0), ('Linear', 4096, 775168), ('LayerNorm', 4096, 0), ('LayerNorm', 4096, 0), ('Dropout', 4096, 0), ('Dropout', 4096, 0), ('NonDynamicallyQuantizableLinear', 4096, 262656), ('Linear', 12104, 776169), ('Dropout', 12104, 0), ('Linear', 4096, 775168), ('LayerNorm', 4096, 0), ('LayerNorm', 4096, 0), ('Dropout', 4096, 0), ('Dropout', 4096, 0), ('NonDynamicallyQuantizableLinear', 4096, 262656), ('Linear', 12104, 776169), ('Dropout', 12104, 0), ('Linear', 4096, 775168), ('LayerNorm', 4096, 0), ('LayerNorm', 4096, 0), ('Dropout', 4096, 0), ('Dropout', 4096, 0), ('Linear', 3824, 245214)]",723248,485484418,12639,4,9,8,12,SUCCESSFUL
num_classes:869_embedding_size:768_num_layers:4_num_heads:4_ff_hidden_size:2339_dropout_rate:0.21245623941860844_seq_length:512_input_size:236085_num_samples:1403_batch_size:64.out,64,512,768,4,4,34,198727153,"[('Embedding', 25165824, 181313280), ('NonDynamicallyQuantizableLinear', 49152, 590592), ('Linear', 149696, 1798691), ('Dropout', 149696, 0), ('Linear', 49152, 1797120), ('LayerNorm', 49152, 0), ('LayerNorm', 49152, 0), ('Dropout', 49152, 0), ('Dropout', 49152, 0), ('NonDynamicallyQuantizableLinear', 49152, 590592), ('Linear', 149696, 1798691), ('Dropout', 149696, 0), ('Linear', 49152, 1797120), ('LayerNorm', 49152, 0), ('LayerNorm', 49152, 0), ('Dropout', 49152, 0), ('Dropout', 49152, 0), ('NonDynamicallyQuantizableLinear', 49152, 590592), ('Linear', 149696, 1798691), ('Dropout', 149696, 0), ('Linear', 49152, 1797120), ('LayerNorm', 49152, 0), ('LayerNorm', 49152, 0), ('Dropout', 49152, 0), ('Dropout', 49152, 0), ('NonDynamicallyQuantizableLinear', 49152, 590592), ('Linear', 149696, 1798691), ('Dropout', 149696, 0), ('Linear', 49152, 1797120), ('LayerNorm', 49152, 0), ('LayerNorm', 49152, 0), ('Dropout', 49152, 0), ('Dropout', 49152, 0), ('Linear', 55616, 668261)]",27598656,198727153,12027,4,9,8,12,SUCCESSFUL
num_classes:286_embedding_size:1024_num_layers:9_num_heads:2_ff_hidden_size:3833_dropout_rate:0.15492791521952143_seq_length:512_input_size:379774_num_samples:3245_batch_size:8.out,8,512,1024,9,2,74,469321695,"[('Embedding', 4194304, 388888576), ('NonDynamicallyQuantizableLinear', 8192, 1049600), ('Linear', 30664, 3928825), ('Dropout', 30664, 0), ('Linear', 8192, 3926016), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 1049600), ('Linear', 30664, 3928825), ('Dropout', 30664, 0), ('Linear', 8192, 3926016), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 1049600), ('Linear', 30664, 3928825), ('Dropout', 30664, 0), ('Linear', 8192, 3926016), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 1049600), ('Linear', 30664, 3928825), ('Dropout', 30664, 0), ('Linear', 8192, 3926016), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 1049600), ('Linear', 30664, 3928825), ('Dropout', 30664, 0), ('Linear', 8192, 3926016), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 1049600), ('Linear', 30664, 3928825), ('Dropout', 30664, 0), ('Linear', 8192, 3926016), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 1049600), ('Linear', 30664, 3928825), ('Dropout', 30664, 0), ('Linear', 8192, 3926016), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 1049600), ('Linear', 30664, 3928825), ('Dropout', 30664, 0), ('Linear', 8192, 3926016), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 1049600), ('Linear', 30664, 3928825), ('Dropout', 30664, 0), ('Linear', 8192, 3926016), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('Linear', 2288, 293150)]",5190912,469321695,13717,9,19,18,27,SUCCESSFUL
num_classes:97_embedding_size:1024_num_layers:7_num_heads:4_ff_hidden_size:3123_dropout_rate:0.17489679600517466_seq_length:128_input_size:58501_num_samples:4269_batch_size:64.out,64,128,1024,7,4,58,112152006,"[('Embedding', 8388608, 59905024), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 199872, 3201075), ('Dropout', 199872, 0), ('Linear', 65536, 3198976), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 199872, 3201075), ('Dropout', 199872, 0), ('Linear', 65536, 3198976), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 199872, 3201075), ('Dropout', 199872, 0), ('Linear', 65536, 3198976), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 199872, 3201075), ('Dropout', 199872, 0), ('Linear', 65536, 3198976), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 199872, 3201075), ('Dropout', 199872, 0), ('Linear', 65536, 3198976), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 199872, 3201075), ('Dropout', 199872, 0), ('Linear', 65536, 3198976), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 199872, 3201075), ('Dropout', 199872, 0), ('Linear', 65536, 3198976), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('Linear', 6208, 99425)]",13945536,112152006,7317,7,15,14,21,SUCCESSFUL
num_classes:357_embedding_size:1024_num_layers:6_num_heads:4_ff_hidden_size:2297_dropout_rate:0.3828694429116358_seq_length:512_input_size:393082_num_samples:3580_batch_size:64.out,64,512,1024,6,4,50,437424955,"[('Embedding', 33554432, 402515968), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 147008, 2354425), ('Dropout', 147008, 0), ('Linear', 65536, 2353152), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 147008, 2354425), ('Dropout', 147008, 0), ('Linear', 65536, 2353152), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 147008, 2354425), ('Dropout', 147008, 0), ('Linear', 65536, 2353152), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 147008, 2354425), ('Dropout', 147008, 0), ('Linear', 65536, 2353152), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 147008, 2354425), ('Dropout', 147008, 0), ('Linear', 65536, 2353152), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 147008, 2354425), ('Dropout', 147008, 0), ('Linear', 65536, 2353152), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('Linear', 22848, 365925)]",37700672,437424955,21643,6,13,12,18,SUCCESSFUL
num_classes:979_embedding_size:768_num_layers:10_num_heads:4_ff_hidden_size:1803_dropout_rate:0.18508027093855325_seq_length:512_input_size:748806_num_samples:4294_batch_size:64.out,64,512,768,10,4,82,609461569,"[('Embedding', 25165824, 575083008), ('NonDynamicallyQuantizableLinear', 49152, 590592), ('Linear', 115392, 1386507), ('Dropout', 115392, 0), ('Linear', 49152, 1385472), ('LayerNorm', 49152, 0), ('LayerNorm', 49152, 0), ('Dropout', 49152, 0), ('Dropout', 49152, 0), ('NonDynamicallyQuantizableLinear', 49152, 590592), ('Linear', 115392, 1386507), ('Dropout', 115392, 0), ('Linear', 49152, 1385472), ('LayerNorm', 49152, 0), ('LayerNorm', 49152, 0), ('Dropout', 49152, 0), ('Dropout', 49152, 0), ('NonDynamicallyQuantizableLinear', 49152, 590592), ('Linear', 115392, 1386507), ('Dropout', 115392, 0), ('Linear', 49152, 1385472), ('LayerNorm', 49152, 0), ('LayerNorm', 49152, 0), ('Dropout', 49152, 0), ('Dropout', 49152, 0), ('NonDynamicallyQuantizableLinear', 49152, 590592), ('Linear', 115392, 1386507), ('Dropout', 115392, 0), ('Linear', 49152, 1385472), ('LayerNorm', 49152, 0), ('LayerNorm', 49152, 0), ('Dropout', 49152, 0), ('Dropout', 49152, 0), ('NonDynamicallyQuantizableLinear', 49152, 590592), ('Linear', 115392, 1386507), ('Dropout', 115392, 0), ('Linear', 49152, 1385472), ('LayerNorm', 49152, 0), ('LayerNorm', 49152, 0), ('Dropout', 49152, 0), ('Dropout', 49152, 0), ('NonDynamicallyQuantizableLinear', 49152, 590592), ('Linear', 115392, 1386507), ('Dropout', 115392, 0), ('Linear', 49152, 1385472), ('LayerNorm', 49152, 0), ('LayerNorm', 49152, 0), ('Dropout', 49152, 0), ('Dropout', 49152, 0), ('NonDynamicallyQuantizableLinear', 49152, 590592), ('Linear', 115392, 1386507), ('Dropout', 115392, 0), ('Linear', 49152, 1385472), ('LayerNorm', 49152, 0), ('LayerNorm', 49152, 0), ('Dropout', 49152, 0), ('Dropout', 49152, 0), ('NonDynamicallyQuantizableLinear', 49152, 590592), ('Linear', 115392, 1386507), ('Dropout', 115392, 0), ('Linear', 49152, 1385472), ('LayerNorm', 49152, 0), ('LayerNorm', 49152, 0), ('Dropout', 49152, 0), ('Dropout', 49152, 0), ('NonDynamicallyQuantizableLinear', 49152, 590592), ('Linear', 115392, 1386507), ('Dropout', 115392, 0), ('Linear', 49152, 1385472), ('LayerNorm', 49152, 0), ('LayerNorm', 49152, 0), ('Dropout', 49152, 0), ('Dropout', 49152, 0), ('NonDynamicallyQuantizableLinear', 49152, 590592), ('Linear', 115392, 1386507), ('Dropout', 115392, 0), ('Linear', 49152, 1385472), ('LayerNorm', 49152, 0), ('LayerNorm', 49152, 0), ('Dropout', 49152, 0), ('Dropout', 49152, 0), ('Linear', 62656, 752851)]",30485440,609461569,27897,10,21,20,30,SUCCESSFUL
num_classes:154_embedding_size:512_num_layers:9_num_heads:2_ff_hidden_size:1697_dropout_rate:0.31158423244168854_seq_length:256_input_size:170499_num_samples:2028_batch_size:32.out,32,256,512,9,2,74,105397827,"[('Embedding', 4194304, 87295488), ('NonDynamicallyQuantizableLinear', 16384, 262656), ('Linear', 54304, 870561), ('Dropout', 54304, 0), ('Linear', 16384, 869376), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 262656), ('Linear', 54304, 870561), ('Dropout', 54304, 0), ('Linear', 16384, 869376), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 262656), ('Linear', 54304, 870561), ('Dropout', 54304, 0), ('Linear', 16384, 869376), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 262656), ('Linear', 54304, 870561), ('Dropout', 54304, 0), ('Linear', 16384, 869376), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 262656), ('Linear', 54304, 870561), ('Dropout', 54304, 0), ('Linear', 16384, 869376), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 262656), ('Linear', 54304, 870561), ('Dropout', 54304, 0), ('Linear', 16384, 869376), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 262656), ('Linear', 54304, 870561), ('Dropout', 54304, 0), ('Linear', 16384, 869376), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 262656), ('Linear', 54304, 870561), ('Dropout', 54304, 0), ('Linear', 16384, 869376), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 262656), ('Linear', 54304, 870561), ('Dropout', 54304, 0), ('Linear', 16384, 869376), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('Linear', 4928, 79002)]",6061440,105397827,5973,9,19,18,27,SUCCESSFUL
num_classes:688_embedding_size:512_num_layers:12_num_heads:4_ff_hidden_size:1768_dropout_rate:0.31527582248099373_seq_length:256_input_size:735104_num_samples:2047_batch_size:16.out,16,256,512,12,4,98,401630608,"[('Embedding', 2097152, 376373248), ('NonDynamicallyQuantizableLinear', 8192, 262656), ('Linear', 28288, 906984), ('Dropout', 28288, 0), ('Linear', 8192, 905728), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 262656), ('Linear', 28288, 906984), ('Dropout', 28288, 0), ('Linear', 8192, 905728), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 262656), ('Linear', 28288, 906984), ('Dropout', 28288, 0), ('Linear', 8192, 905728), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 262656), ('Linear', 28288, 906984), ('Dropout', 28288, 0), ('Linear', 8192, 905728), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 262656), ('Linear', 28288, 906984), ('Dropout', 28288, 0), ('Linear', 8192, 905728), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 262656), ('Linear', 28288, 906984), ('Dropout', 28288, 0), ('Linear', 8192, 905728), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 262656), ('Linear', 28288, 906984), ('Dropout', 28288, 0), ('Linear', 8192, 905728), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 262656), ('Linear', 28288, 906984), ('Dropout', 28288, 0), ('Linear', 8192, 905728), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 262656), ('Linear', 28288, 906984), ('Dropout', 28288, 0), ('Linear', 8192, 905728), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 262656), ('Linear', 28288, 906984), ('Dropout', 28288, 0), ('Linear', 8192, 905728), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 262656), ('Linear', 28288, 906984), ('Dropout', 28288, 0), ('Linear', 8192, 905728), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 262656), ('Linear', 28288, 906984), ('Dropout', 28288, 0), ('Linear', 8192, 905728), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('Linear', 11008, 352944)]",3376896,401630608,10659,12,25,24,36,SUCCESSFUL
