Filename,Depth,Activations-Params,Activation Function,Total Activations,Total Parameters,Batch Size,Max GPU Memory (MiB),Avg GPUTL,Avg GRACT,Avg SMACT,Avg SMOCC,Avg FP32A,Conv2d Count,BatchNorm2d Count,Dropout Count,AdaptiveAvgPool2d Count,Linear Count,Status,Input Size (MB),Forward/Backward Pass Size (MB),Params Size (MB),Estimated Total Size (MB),architecture
input_channels:3_num_classes:704_depth:20_arch:bottleneck_base_filters:108_batch:16_input_size:132_act:tanh_dropout:0.32468321159875757_dropout:False_batchnorm:False.out,43,"[('conv2d', 60217344, 6048), ('Tanh', 60217344, 0), ('conv2d', 30108672, 210060), ('Tanh', 30108672, 0), ('conv2d', 35126784, 122598), ('Tanh', 35126784, 0), ('conv2d', 40981248, 166845), ('Tanh', 40981248, 0), ('conv2d', 47672064, 226404), ('Tanh', 47672064, 0), ('conv2d', 55756800, 308000), ('Tanh', 55756800, 0), ('conv2d', 65235456, 421434), ('Tanh', 65235456, 0), ('conv2d', 76108032, 575211), ('Tanh', 76108032, 0), ('conv2d', 88932096, 784102), ('Tanh', 88932096, 0), ('conv2d', 103707648, 1068384), ('Tanh', 103707648, 0), ('conv2d', 121271040, 1456815), ('Tanh', 121271040, 0), ('conv2d', 141622272, 1989328), ('Tanh', 141622272, 0), ('conv2d', 165318912, 2711789), ('Tanh', 165318912, 0), ('conv2d', 192918528, 3693896), ('Tanh', 192918528, 0), ('conv2d', 225257472, 5033032), ('Tanh', 225257472, 0), ('conv2d', 263172096, 6865712), ('Tanh', 263172096, 0), ('conv2d', 307219968, 9363694), ('Tanh', 307219968, 0), ('conv2d', 358516224, 12755834), ('Tanh', 358516224, 0), ('conv2d', 418733568, 17385650), ('Tanh', 418733568, 0), ('conv2d', 488987136, 23712326), ('Tanh', 488987136, 0), ('adaptive_avg_pool2d', 28064, 0), ('linear', 11264, 1235520), ('softmax', 11264, 0)]",Tanh,410861082,90092682,16,39697,93.06060606060606,0.9386406250000003,0.9658245614035088,0.20243859649122808,0.003561403508771932,20,0,0,1,1,SUCCESSFUL,3.2,75230.72,343.68,75577.59999999999,bottleneck
input_channels:3_num_classes:985_depth:10_arch:hourglass_base_filters:79_batch:30_input_size:166_act:elu_dropout:0.37341160188869305_dropout:True_batchnorm:False.out,33,"[('conv2d', 65307720, 2212), ('ELU', 65307720, 0), ('dropout', 65307720, 0), ('conv2d', 124828680, 107512), ('ELU', 124828680, 0), ('dropout', 124828680, 0), ('conv2d', 239737200, 394400), ('ELU', 239737200, 0), ('dropout', 239737200, 0), ('conv2d', 459634080, 1451716), ('ELU', 459634080, 0), ('dropout', 459634080, 0), ('conv2d', 882894240, 5345340), ('ELU', 882894240, 0), ('dropout', 882894240, 0), ('conv2d', 882894240, 10266684), ('ELU', 882894240, 0), ('dropout', 882894240, 0), ('conv2d', 459634080, 5344828), ('ELU', 459634080, 0), ('dropout', 459634080, 0), ('conv2d', 239737200, 1451450), ('ELU', 239737200, 0), ('dropout', 239737200, 0), ('conv2d', 124828680, 394261), ('ELU', 124828680, 0), ('dropout', 124828680, 0), ('conv2d', 65307720, 107440), ('ELU', 65307720, 0), ('dropout', 65307720, 0), ('adaptive_avg_pool2d', 2370, 0), ('linear', 29550, 78800), ('softmax', 29550, 0)]",ELU,354482433,24944643,30,38373,94.72727272727273,0.923375,0.9485454545454547,0.26292592592592584,0.23450909090909083,10,0,10,1,1,SUCCESSFUL,9.6,108179.4,95.16,108284.16,hourglass
input_channels:3_num_classes:981_depth:5_arch:bottleneck_base_filters:86_batch:10_input_size:148_act:relu_dropout:0.4102267901692639_dropout:True_batchnorm:True.out,23,"[('conv2d', 37674880, 4816), ('batchnorm2d', 37674880, 344), ('ReLU', 37674880, 0), ('dropout', 37674880, 0), ('conv2d', 18837440, 133214), ('batchnorm2d', 18837440, 172), ('ReLU', 18837440, 0), ('dropout', 18837440, 0), ('conv2d', 41398560, 146475), ('batchnorm2d', 41398560, 378), ('ReLU', 41398560, 0), ('dropout', 41398560, 0), ('conv2d', 91777760, 713138), ('batchnorm2d', 91777760, 838), ('ReLU', 91777760, 0), ('dropout', 91777760, 0), ('conv2d', 203050080, 3496644), ('batchnorm2d', 203050080, 1854), ('ReLU', 203050080, 0), ('dropout', 203050080, 0), ('adaptive_avg_pool2d', 9270, 0), ('linear', 9810, 910368), ('softmax', 9810, 0)]",ReLU,157098377,5408241,10,9305,94.171875,0.9376031746031742,0.915392857142857,0.3555357142857142,0.01672727272727274,5,5,5,1,1,SUCCESSFUL,2.5,14982.0,20.63,15005.13,bottleneck
input_channels:3_num_classes:825_depth:26_arch:hourglass_base_filters:83_batch:40_input_size:154_act:selu_dropout:0.4394111849403417_dropout:False_batchnorm:True.out,81,"[('conv2d', 78737120, 2324), ('batchnorm2d', 78737120, 166), ('SELU', 78737120, 0), ('conv2d', 100555840, 79288), ('batchnorm2d', 100555840, 212), ('SELU', 100555840, 0), ('conv2d', 128066400, 128925), ('batchnorm2d', 128066400, 270), ('SELU', 128066400, 0), ('conv2d', 164114720, 210368), ('batchnorm2d', 164114720, 346), ('SELU', 164114720, 0), ('conv2d', 210598080, 345876), ('batchnorm2d', 210598080, 444), ('SELU', 210598080, 0), ('conv2d', 269413760, 567716), ('batchnorm2d', 269413760, 568), ('SELU', 269413760, 0), ('conv2d', 345304960, 930748), ('batchnorm2d', 345304960, 728), ('SELU', 345304960, 0), ('conv2d', 442066240, 1527082), ('batchnorm2d', 442066240, 932), ('SELU', 442066240, 0), ('conv2d', 565389440, 2500220), ('batchnorm2d', 565389440, 1192), ('SELU', 565389440, 0), ('conv2d', 723812320, 4093495), ('batchnorm2d', 723812320, 1526), ('SELU', 723812320, 0), ('conv2d', 926821280, 6710036), ('batchnorm2d', 926821280, 1954), ('SELU', 926821280, 0), ('conv2d', 1185800000, 10992500), ('batchnorm2d', 1185800000, 2500), ('SELU', 1185800000, 0), ('conv2d', 1517824000, 18001600), ('batchnorm2d', 1517824000, 3200), ('SELU', 1517824000, 0), ('conv2d', 1517824000, 23041600), ('batchnorm2d', 1517824000, 3200), ('SELU', 1517824000, 0), ('conv2d', 1185800000, 18001250), ('batchnorm2d', 1185800000, 2500), ('SELU', 1185800000, 0), ('conv2d', 926821280, 10992227), ('batchnorm2d', 926821280, 1954), ('SELU', 926821280, 0), ('conv2d', 723812320, 6709822), ('batchnorm2d', 723812320, 1526), ('SELU', 723812320, 0), ('conv2d', 565389440, 4093328), ('batchnorm2d', 565389440, 1192), ('SELU', 565389440, 0), ('conv2d', 442066240, 2500090), ('batchnorm2d', 442066240, 932), ('SELU', 442066240, 0), ('conv2d', 345304960, 1526980), ('batchnorm2d', 345304960, 728), ('SELU', 345304960, 0), ('conv2d', 269413760, 930668), ('batchnorm2d', 269413760, 568), ('SELU', 269413760, 0), ('conv2d', 210598080, 567654), ('batchnorm2d', 210598080, 444), ('SELU', 210598080, 0), ('conv2d', 164114720, 345827), ('batchnorm2d', 164114720, 346), ('SELU', 164114720, 0), ('conv2d', 128066400, 210330), ('batchnorm2d', 128066400, 270), ('SELU', 128066400, 0), ('conv2d', 100555840, 128896), ('batchnorm2d', 100555840, 212), ('SELU', 100555840, 0), ('conv2d', 78737120, 79265), ('batchnorm2d', 78737120, 166), ('SELU', 78737120, 0), ('adaptive_avg_pool2d', 3320, 0), ('linear', 33000, 69300), ('softmax', 33000, 0)]",SELU,998777357,115315491,40,39829,24.333333333333332,0.0844,0.34750000000000003,0.09999999999999999,0,26,26,0,1,1,OOM_CRASH,10.8,406403.2,439.89,406853.89,hourglass
input_channels:3_num_classes:613_depth:21_arch:dense_base_filters:88_batch:12_input_size:190_act:selu_dropout:0.17225177020032473_dropout:False_batchnorm:False.out,45,"[('conv2d', 13862400, 896), ('SELU', 13862400, 0), ('conv2d', 13862400, 10112), ('SELU', 13862400, 0), ('conv2d', 13862400, 19328), ('SELU', 13862400, 0), ('conv2d', 13862400, 28544), ('SELU', 13862400, 0), ('conv2d', 28158000, 8580), ('ReLU', 28158000, 0), ('conv2d', 3465600, 18752), ('SELU', 3465600, 0), ('conv2d', 3465600, 27968), ('SELU', 3465600, 0), ('conv2d', 3465600, 37184), ('SELU', 3465600, 0), ('conv2d', 3465600, 46400), ('SELU', 3465600, 0), ('conv2d', 3465600, 55616), ('SELU', 3465600, 0), ('conv2d', 3465600, 64832), ('SELU', 3465600, 0), ('conv2d', 3465600, 74048), ('SELU', 3465600, 0), ('conv2d', 3465600, 83264), ('SELU', 3465600, 0), ('conv2d', 3465600, 92480), ('SELU', 3465600, 0), ('conv2d', 3465600, 101696), ('SELU', 3465600, 0), ('conv2d', 3465600, 110912), ('SELU', 3465600, 0), ('conv2d', 3465600, 120128), ('SELU', 3465600, 0), ('conv2d', 3465600, 129344), ('SELU', 3465600, 0), ('conv2d', 3465600, 138560), ('SELU', 3465600, 0), ('conv2d', 3465600, 147776), ('SELU', 3465600, 0), ('conv2d', 3465600, 156992), ('SELU', 3465600, 0), ('adaptive_avg_pool2d', 6924, 0), ('linear', 7356, 354314), ('softmax', 7356, 0)]",SELU,23178003,1827726,12,7087,92.09375,0.9189523809523811,0.8952142857142854,0.4684464285714286,0.12294545454545457,21,0,0,1,1,SUCCESSFUL,4.92,4995.72,6.97,5007.610000000001,dense
input_channels:3_num_classes:858_depth:3_arch:hourglass_base_filters:113_batch:42_input_size:178_act:selu_dropout:0.35662804030938544_dropout:True_batchnorm:True.out,15,"[('conv2d', 150372264, 3164), ('batchnorm2d', 150372264, 226), ('SELU', 150372264, 0), ('dropout', 150372264, 0), ('conv2d', 640080168, 489658), ('batchnorm2d', 640080168, 962), ('SELU', 640080168, 0), ('dropout', 640080168, 0), ('conv2d', 150372264, 489290), ('batchnorm2d', 150372264, 226), ('SELU', 150372264, 0), ('dropout', 150372264, 0), ('adaptive_avg_pool2d', 4746, 0), ('linear', 36036, 97812), ('softmax', 36036, 0)]",SELU,89604181,1081338,42,21889,91.15625,0.9357777777777776,0.9160535714285716,0.43163636363636365,0.036309090909090895,3,3,3,1,1,SUCCESSFUL,15.12,35890.26,4.12,35909.5,hourglass
input_channels:3_num_classes:830_depth:24_arch:gradual_base_filters:94_batch:46_input_size:160_act:gelu_dropout:0.1939951090105458_dropout:False_batchnorm:True.out,75,"[('conv2d', 110694400, 2632), ('batchnorm2d', 110694400, 188), ('GELU', 110694400, 0), ('conv2d', 117760000, 84700), ('batchnorm2d', 117760000, 200), ('GELU', 117760000, 0), ('conv2d', 124825600, 95506), ('batchnorm2d', 124825600, 212), ('GELU', 124825600, 0), ('conv2d', 133068800, 107915), ('batchnorm2d', 133068800, 226), ('GELU', 133068800, 0), ('conv2d', 142489600, 123178), ('batchnorm2d', 142489600, 242), ('GELU', 142489600, 0), ('conv2d', 151910400, 140610), ('batchnorm2d', 151910400, 258), ('GELU', 151910400, 0), ('conv2d', 162508800, 160356), ('batchnorm2d', 162508800, 276), ('GELU', 162508800, 0), ('conv2d', 173107200, 182721), ('batchnorm2d', 173107200, 294), ('GELU', 173107200, 0), ('conv2d', 184883200, 207868), ('batchnorm2d', 184883200, 314), ('GELU', 184883200, 0), ('conv2d', 196659200, 236138), ('batchnorm2d', 196659200, 334), ('GELU', 196659200, 0), ('conv2d', 209612800, 267712), ('batchnorm2d', 209612800, 356), ('GELU', 209612800, 0), ('conv2d', 223744000, 304570), ('batchnorm2d', 223744000, 380), ('GELU', 223744000, 0), ('conv2d', 239052800, 347333), ('batchnorm2d', 239052800, 406), ('GELU', 239052800, 0), ('conv2d', 254361600, 394848), ('batchnorm2d', 254361600, 432), ('GELU', 254361600, 0), ('conv2d', 270848000, 447350), ('batchnorm2d', 270848000, 460), ('GELU', 270848000, 0), ('conv2d', 289689600, 509466), ('batchnorm2d', 289689600, 492), ('GELU', 289689600, 0), ('conv2d', 308531200, 580330), ('batchnorm2d', 308531200, 524), ('GELU', 308531200, 0), ('conv2d', 328550400, 658161), ('batchnorm2d', 328550400, 558), ('GELU', 328550400, 0), ('conv2d', 350924800, 748576), ('batchnorm2d', 350924800, 596), ('GELU', 350924800, 0), ('conv2d', 374476800, 853194), ('batchnorm2d', 374476800, 636), ('GELU', 374476800, 0), ('conv2d', 399206400, 970557), ('batchnorm2d', 399206400, 678), ('GELU', 399206400, 0), ('conv2d', 425113600, 1101772), ('batchnorm2d', 425113600, 722), ('GELU', 425113600, 0), ('conv2d', 453376000, 1251250), ('batchnorm2d', 453376000, 770), ('GELU', 453376000, 0), ('conv2d', 483993600, 1424526), ('batchnorm2d', 483993600, 822), ('GELU', 483993600, 0), ('adaptive_avg_pool2d', 18906, 0), ('linear', 38180, 341960), ('softmax', 38180, 0)]",GELU,398440471,11553605,46,39849,25.0,0.0525,0,0,0.006,24,24,0,1,1,OOM_CRASH,13.34,186444.44,44.07,186501.85,gradual
input_channels:3_num_classes:845_depth:25_arch:uniform_base_filters:79_batch:52_input_size:118_act:gelu_dropout:0.1720905105373685_dropout:False_batchnorm:False.out,53,"[('conv2d', 57199792, 2212), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('conv2d', 57199792, 56248), ('GELU', 57199792, 0), ('adaptive_avg_pool2d', 4108, 0), ('linear', 43940, 67600), ('softmax', 43940, 0)]",GELU,55001569,1419764,52,14389,95.44444444444444,0.9263015873015872,0.9452727272727276,0.4678181818181819,0.03808771929824562,25,0,0,1,1,SUCCESSFUL,8.32,32730.880000000005,5.42,32744.62,uniform
input_channels:3_num_classes:636_depth:17_arch:hourglass_base_filters:66_batch:16_input_size:224_act:swish_dropout:0.21715488884591305_dropout:True_batchnorm:True.out,71,"[('conv2d', 52985856, 1848), ('batchnorm2d', 52985856, 132), ('SiLU', 52985856, 0), ('dropout', 52985856, 0), ('conv2d', 81084416, 60095), ('batchnorm2d', 81084416, 202), ('SiLU', 81084416, 0), ('dropout', 81084416, 0), ('conv2d', 124436480, 141050), ('batchnorm2d', 124436480, 310), ('SiLU', 124436480, 0), ('dropout', 124436480, 0), ('conv2d', 191873024, 333644), ('batchnorm2d', 191873024, 478), ('SiLU', 191873024, 0), ('dropout', 191873024, 0), ('conv2d', 294633472, 789784), ('batchnorm2d', 294633472, 734), ('SiLU', 294633472, 0), ('dropout', 294633472, 0), ('conv2d', 452788224, 1863456), ('batchnorm2d', 452788224, 1128), ('SiLU', 452788224, 0), ('dropout', 452788224, 0), ('conv2d', 696041472, 4401759), ('batchnorm2d', 696041472, 1734), ('SiLU', 696041472, 0), ('dropout', 696041472, 0), ('conv2d', 1070153728, 10402732), ('batchnorm2d', 1070153728, 2666), ('SiLU', 1070153728, 0), ('dropout', 1070153728, 0), ('conv2d', 1122336768, 16773204), ('batchnorm2d', 1122336768, 2796), ('SiLU', 1122336768, 0), ('dropout', 1122336768, 0), ('conv2d', 765886464, 12004182), ('batchnorm2d', 765886464, 1908), ('SiLU', 765886464, 0), ('dropout', 765886464, 0), ('conv2d', 522633216, 5590137), ('batchnorm2d', 522633216, 1302), ('SiLU', 522633216, 0), ('dropout', 522633216, 0), ('conv2d', 356450304, 2601840), ('batchnorm2d', 356450304, 888), ('SiLU', 356450304, 0), ('dropout', 356450304, 0), ('conv2d', 243253248, 1211091), ('batchnorm2d', 243253248, 606), ('SiLU', 243253248, 0), ('dropout', 243253248, 0), ('conv2d', 166182912, 564696), ('batchnorm2d', 166182912, 414), ('SiLU', 166182912, 0), ('dropout', 166182912, 0), ('conv2d', 113197056, 262824), ('batchnorm2d', 113197056, 282), ('SiLU', 113197056, 0), ('dropout', 113197056, 0), ('conv2d', 77070336, 121920), ('batchnorm2d', 77070336, 192), ('SiLU', 77070336, 0), ('dropout', 77070336, 0), ('conv2d', 52985856, 57090), ('batchnorm2d', 52985856, 132), ('SiLU', 52985856, 0), ('dropout', 52985856, 0), ('adaptive_avg_pool2d', 1056, 0), ('linear', 10176, 42612), ('softmax', 10176, 0)]",SiLU,1595999546,57239868,16,39249,36.166666666666664,0.1416,0.2205,0.054,0.013,17,17,17,1,1,OOM_CRASH,9.12,243530.24,218.35,243757.71,hourglass
input_channels:3_num_classes:993_depth:10_arch:hourglass_base_filters:114_batch:24_input_size:182_act:softplus_dropout:0.1176225904517827_dropout:True_batchnorm:False.out,33,"[('conv2d', 90627264, 3192), ('Softplus', 90627264, 0), ('dropout', 90627264, 0), ('conv2d', 161380128, 208481), ('Softplus', 161380128, 0), ('dropout', 161380128, 0), ('conv2d', 286986336, 659908), ('Softplus', 286986336, 0), ('dropout', 286986336, 0), ('conv2d', 512759520, 2096250), ('Softplus', 512759520, 0), ('dropout', 512759520, 0), ('conv2d', 913427424, 6671094), ('Softplus', 913427424, 0), ('dropout', 913427424, 0), ('conv2d', 913427424, 11882958), ('Softplus', 913427424, 0), ('dropout', 913427424, 0), ('conv2d', 512759520, 6670590), ('Softplus', 512759520, 0), ('dropout', 512759520, 0), ('conv2d', 286986336, 2095966), ('Softplus', 286986336, 0), ('dropout', 286986336, 0), ('conv2d', 161380128, 659750), ('Softplus', 161380128, 0), ('dropout', 161380128, 0), ('conv2d', 90627264, 208392), ('Softplus', 90627264, 0), ('dropout', 90627264, 0), ('adaptive_avg_pool2d', 2736, 0), ('linear', 23832, 114195), ('softmax', 23832, 0)]",Softplus,491297268,31270776,24,39381,92.3731343283582,0.905276923076923,0.9221896551724139,0.28027586206896554,0.437271186440678,10,0,10,1,1,SUCCESSFUL,9.120000000000001,119945.51999999999,119.29,120073.92999999998,hourglass
input_channels:3_num_classes:942_depth:16_arch:hourglass_base_filters:47_batch:14_input_size:214_act:relu_dropout:0.3093054211877284_dropout:False_batchnorm:False.out,35,"[('conv2d', 30133768, 1316), ('ReLU', 30133768, 0), ('conv2d', 48085800, 31800), ('ReLU', 48085800, 0), ('conv2d', 76937280, 81120), ('ReLU', 76937280, 0), ('conv2d', 123740792, 208633), ('ReLU', 123740792, 0), ('conv2d', 198754640, 538780), ('ReLU', 198754640, 0), ('conv2d', 318648568, 1387127), ('ReLU', 318648568, 0), ('conv2d', 510991768, 3565778), ('ReLU', 510991768, 0), ('conv2d', 818740888, 9161198), ('ReLU', 818740888, 0), ('conv2d', 818740888, 14677838), ('ReLU', 818740888, 0), ('conv2d', 510991768, 9160718), ('ReLU', 510991768, 0), ('conv2d', 318648568, 3565478), ('ReLU', 318648568, 0), ('conv2d', 198754640, 1386940), ('ReLU', 198754640, 0), ('conv2d', 123740792, 538663), ('ReLU', 123740792, 0), ('conv2d', 76937280, 208560), ('ReLU', 76937280, 0), ('conv2d', 48085800, 81075), ('ReLU', 48085800, 0), ('conv2d', 30133768, 31772), ('ReLU', 30133768, 0), ('adaptive_avg_pool2d', 658, 0), ('linear', 13188, 45216), ('softmax', 13188, 0)]",ReLU,607440075,44672012,14,37313,96.25396825396825,0.9366984126984131,0.986685185185185,0.22592592592592595,0.0034074074074074093,16,0,0,1,1,SUCCESSFUL,7.28,97322.26000000001,170.41,97499.95000000001,hourglass
input_channels:3_num_classes:859_depth:15_arch:uniform_base_filters:44_batch:40_input_size:194_act:prelu_dropout:0.3246482488623246_dropout:True_batchnorm:True.out,63,"[('conv2d', 66239360, 1232), ('batchnorm2d', 66239360, 88), ('PReLU', 66239360, 0), ('dropout', 66239360, 0), ('conv2d', 66239360, 17468), ('batchnorm2d', 66239360, 88), ('PReLU', 66239360, 0), ('dropout', 66239360, 0), ('conv2d', 66239360, 17468), ('batchnorm2d', 66239360, 88), ('PReLU', 66239360, 0), ('dropout', 66239360, 0), ('conv2d', 66239360, 17468), ('batchnorm2d', 66239360, 88), ('PReLU', 66239360, 0), ('dropout', 66239360, 0), ('conv2d', 66239360, 17468), ('batchnorm2d', 66239360, 88), ('PReLU', 66239360, 0), ('dropout', 66239360, 0), ('conv2d', 66239360, 17468), ('batchnorm2d', 66239360, 88), ('PReLU', 66239360, 0), ('dropout', 66239360, 0), ('conv2d', 66239360, 17468), ('batchnorm2d', 66239360, 88), ('PReLU', 66239360, 0), ('dropout', 66239360, 0), ('conv2d', 66239360, 17468), ('batchnorm2d', 66239360, 88), ('PReLU', 66239360, 0), ('dropout', 66239360, 0), ('conv2d', 66239360, 17468), ('batchnorm2d', 66239360, 88), ('PReLU', 66239360, 0), ('dropout', 66239360, 0), ('conv2d', 66239360, 17468), ('batchnorm2d', 66239360, 88), ('PReLU', 66239360, 0), ('dropout', 66239360, 0), ('conv2d', 66239360, 17468), ('batchnorm2d', 66239360, 88), ('PReLU', 66239360, 0), ('dropout', 66239360, 0), ('conv2d', 66239360, 17468), ('batchnorm2d', 66239360, 88), ('PReLU', 66239360, 0), ('dropout', 66239360, 0), ('conv2d', 66239360, 17468), ('batchnorm2d', 66239360, 88), ('PReLU', 66239360, 0), ('dropout', 66239360, 0), ('conv2d', 66239360, 17468), ('batchnorm2d', 66239360, 88), ('PReLU', 66239360, 0), ('dropout', 66239360, 0), ('conv2d', 66239360, 17468), ('batchnorm2d', 66239360, 88), ('PReLU', 66239360, 0), ('dropout', 66239360, 0), ('adaptive_avg_pool2d', 1760, 0), ('linear', 34360, 38655), ('softmax', 34360, 0)]",PReLU,99360802,285759,40,16331,93.61538461538461,0.9088593749999998,0.7659433962264155,0.3908301886792452,0.026203703703703708,15,15,15,1,1,SUCCESSFUL,17.2,37903.200000000004,1.09,37921.49,uniform
input_channels:3_num_classes:773_depth:21_arch:hourglass_base_filters:110_batch:30_input_size:100_act:selu_dropout:0.27237482055417944_dropout:True_batchnorm:False.out,66,"[('conv2d', 33000000, 3080), ('SELU', 33000000, 0), ('dropout', 33000000, 0), ('conv2d', 44100000, 145677), ('SELU', 44100000, 0), ('dropout', 44100000, 0), ('conv2d', 59100000, 260828), ('SELU', 59100000, 0), ('dropout', 59100000, 0), ('conv2d', 79200000, 468336), ('SELU', 79200000, 0), ('dropout', 79200000, 0), ('conv2d', 106200000, 841458), ('SELU', 106200000, 0), ('dropout', 106200000, 0), ('conv2d', 142200000, 1510638), ('SELU', 142200000, 0), ('dropout', 142200000, 0), ('conv2d', 190500000, 2709545), ('SELU', 190500000, 0), ('dropout', 190500000, 0), ('conv2d', 255300000, 4864316), ('SELU', 255300000, 0), ('dropout', 255300000, 0), ('conv2d', 342300000, 8740060), ('SELU', 342300000, 0), ('dropout', 342300000, 0), ('conv2d', 458400000, 15692560), ('SELU', 458400000, 0), ('dropout', 458400000, 0), ('conv2d', 470700000, 21578457), ('SELU', 470700000, 0), ('dropout', 470700000, 0), ('conv2d', 360900000, 16988766), ('SELU', 360900000, 0), ('dropout', 360900000, 0), ('conv2d', 276600000, 9983416), ('SELU', 276600000, 0), ('dropout', 276600000, 0), ('conv2d', 212100000, 5867393), ('SELU', 212100000, 0), ('dropout', 212100000, 0), ('conv2d', 162600000, 3449288), ('SELU', 162600000, 0), ('dropout', 162600000, 0), ('conv2d', 124500000, 2024785), ('SELU', 124500000, 0), ('dropout', 124500000, 0), ('conv2d', 95400000, 1188048), ('SELU', 95400000, 0), ('dropout', 95400000, 0), ('conv2d', 73200000, 698572), ('SELU', 73200000, 0), ('dropout', 73200000, 0), ('conv2d', 56100000, 410839), ('SELU', 56100000, 0), ('dropout', 56100000, 0), ('conv2d', 42900000, 240812), ('SELU', 42900000, 0), ('dropout', 42900000, 0), ('conv2d', 33000000, 141680), ('SELU', 33000000, 0), ('dropout', 33000000, 0), ('adaptive_avg_pool2d', 3300, 0), ('linear', 23190, 85803), ('softmax', 23190, 0)]",SELU,361831656,97894357,30,39829,92.6,0.9262968749999998,0.9755576923076922,0.2085769230769231,0.006943396226415099,21,0,21,1,1,SUCCESSFUL,3.3,110422.2,373.44,110798.94,hourglass
input_channels:3_num_classes:849_depth:19_arch:pyramid_base_filters:122_batch:42_input_size:156_act:mish_dropout:0.3220355598165841_dropout:True_batchnorm:False.out,60,"[('conv2d', 124697664, 3416), ('Mish', 124697664, 0), ('dropout', 124697664, 0), ('conv2d', 144117792, 154959), ('Mish', 144117792, 0), ('dropout', 144117792, 0), ('conv2d', 167626368, 208280), ('Mish', 167626368, 0), ('dropout', 167626368, 0), ('conv2d', 194201280, 280630), ('Mish', 194201280, 0), ('dropout', 194201280, 0), ('conv2d', 224864640, 376420), ('Mish', 224864640, 0), ('dropout', 224864640, 0), ('conv2d', 261660672, 507136), ('Mish', 261660672, 0), ('dropout', 261660672, 0), ('conv2d', 303567264, 684585), ('Mish', 303567264, 0), ('dropout', 303567264, 0), ('conv2d', 351606528, 919856), ('Mish', 351606528, 0), ('dropout', 351606528, 0), ('conv2d', 408844800, 1238800), ('Mish', 408844800, 0), ('dropout', 408844800, 0), ('conv2d', 474259968, 1670864), ('Mish', 474259968, 0), ('dropout', 474259968, 0), ('conv2d', 549896256, 2247226), ('Mish', 549896256, 0), ('dropout', 549896256, 0), ('conv2d', 637797888, 3022032), ('Mish', 637797888, 0), ('dropout', 637797888, 0), ('conv2d', 740009088, 4066708), ('Mish', 740009088, 0), ('dropout', 740009088, 0), ('conv2d', 858574080, 5474280), ('Mish', 858574080, 0), ('dropout', 858574080, 0), ('conv2d', 995537088, 7364414), ('Mish', 995537088, 0), ('dropout', 995537088, 0), ('conv2d', 1154986560, 9906710), ('Mish', 1154986560, 0), ('dropout', 1154986560, 0), ('conv2d', 1339988832, 13334181), ('Mish', 1339988832, 0), ('dropout', 1339988832, 0), ('conv2d', 1554632352, 17947800), ('Mish', 1554632352, 0), ('dropout', 1554632352, 0), ('conv2d', 1804027680, 24162850), ('Mish', 1804027680, 0), ('dropout', 1804027680, 0), ('adaptive_avg_pool2d', 74130, 0), ('linear', 35658, 1499334), ('softmax', 35658, 0)]",Mish,877924663,95070481,42,39673,28.666666666666668,0.13883333333333334,0.305,0.0725,0.258,19,0,19,1,1,OOM_CRASH,11.760000000000002,375089.4,362.67,375463.83,pyramid
